"","baseMean","log2FoldChange","lfcSE","pvalue","padj","transcript_biotype","description"
"WNT16",2.62821464487845,-0.281098576874098,0.38322515660356,0.0506615600760598,0.117949836098247,"protein_coding","Wnt family member 16 [Source:HGNC Symbol;Acc:HGNC:16267]"
"HECW1",15.4394533809134,0.0597324027095744,0.160131954420905,0.495425744309711,0.642769641626226,"protein_coding","HECT, C2 and WW domain containing E3 ubiquitin protein ligase 1 [Source:HGNC Symbol;Acc:HGNC:22195]"
"MAD1L1",0.771129180180262,0.172829180078402,0.34182386645782,0.140418080779216,0.260460122598082,"protein_coding","mitotic arrest deficient 1 like 1 [Source:HGNC Symbol;Acc:HGNC:6762]"
"LASP1",1268.48609973094,-0.0424322136917344,0.035245508149911,0.210680960857064,0.352344880112339,"protein_coding","LIM and SH3 protein 1 [Source:HGNC Symbol;Acc:HGNC:6513]"
"SNX11",50.4783475845004,0.105276143883274,0.0864481257425333,0.128453348541611,0.243202382591808,"protein_coding","sorting nexin 11 [Source:HGNC Symbol;Acc:HGNC:14975]"
"TMEM176A",2.79847324577312,0.191310389717957,0.329324167606675,0.114710708037069,0.223137873431183,"protein_coding","transmembrane protein 176A [Source:HGNC Symbol;Acc:HGNC:24930]"
"M6PR",293.307360772794,0.273993577124792,0.0485873374512261,1.23515796494117e-09,1.73522450400474e-08,"protein_coding","mannose-6-phosphate receptor, cation dependent [Source:HGNC Symbol;Acc:HGNC:6752]"
"KLHL13",5.39551825311929,1.21997049563976,0.387002414846769,2.78873517599219e-05,0.000186441768532745,"protein_coding","kelch like family member 13 [Source:HGNC Symbol;Acc:HGNC:22931]"
"CYP26B1",1282.77787609671,5.95830114833396,0.319269950101995,1.35504248781043e-80,2.04536135521163e-77,"protein_coding","cytochrome P450 family 26 subfamily B member 1 [Source:HGNC Symbol;Acc:HGNC:20581]"
"ICA1",0.985560536359032,0.174535051450026,0.345797859779709,0.137983415864649,0.256922245685479,"protein_coding","islet cell autoantigen 1 [Source:HGNC Symbol;Acc:HGNC:5343]"
"DBNDD1",1.98444041468054,-0.133615285541466,0.246706578079544,0.203168664154428,0.343674050870117,"protein_coding","dysbindin domain containing 1 [Source:HGNC Symbol;Acc:HGNC:28455]"
"ALS2",221.269985674866,0.146044295784805,0.0457363793277719,0.000608537549319667,0.00286252860370764,"protein_coding","alsin Rho guanine nucleotide exchange factor ALS2 [Source:HGNC Symbol;Acc:HGNC:443]"
"CASP10",26.8524454299836,0.304097722618,0.152681405973265,0.00354652104681724,0.0130214833570303,"protein_coding","caspase 10 [Source:HGNC Symbol;Acc:HGNC:1500]"
"CFLAR",490.225365360869,0.353185580337419,0.0613888016855174,3.59199180201496e-10,5.41589440958638e-09,"protein_coding","CASP8 and FADD like apoptosis regulator [Source:HGNC Symbol;Acc:HGNC:1876]"
"TFPI",657.287582564958,1.02057301418067,0.0859801390601147,1.65528067375569e-33,1.74317736069543e-31,"protein_coding","tissue factor pathway inhibitor [Source:HGNC Symbol;Acc:HGNC:11760]"
"NDUFAF7",54.9608431462162,0.199878845559177,0.0813679607351855,0.00291924978657869,0.0110222368956841,"protein_coding","NADH:ubiquinone oxidoreductase complex assembly factor 7 [Source:HGNC Symbol;Acc:HGNC:28816]"
"RBM5",279.36351963884,0.0658812995385189,0.0703861468880327,0.275364404455893,0.427083620793847,"protein_coding","RNA binding motif protein 5 [Source:HGNC Symbol;Acc:HGNC:9902]"
"MTMR7",0.51012035332723,0.0522394363355073,0.256414845404245,0.571172885502662,NA,"protein_coding","myotubularin related protein 7 [Source:HGNC Symbol;Acc:HGNC:7454]"
"SLC7A2",0.552257874527599,0.0939880703201142,0.293403722940914,0.342409182766431,NA,"protein_coding","solute carrier family 7 member 2 [Source:HGNC Symbol;Acc:HGNC:11060]"
"ARF5",170.645286332922,-0.453920505423184,0.0763416841491507,1.21551443072603e-10,1.96580518350156e-09,"protein_coding","ADP ribosylation factor 5 [Source:HGNC Symbol;Acc:HGNC:658]"
"SARM1",51.4886340882498,0.422519753182765,0.130686753357234,4.34167921945959e-05,0.000276390403919206,"protein_coding","sterile alpha and TIR motif containing 1 [Source:HGNC Symbol;Acc:HGNC:17074]"
"POLDIP2",215.981133989222,-0.0314177313596683,0.0432012935347955,0.440868863316275,0.594225965686238,"protein_coding","DNA polymerase delta interacting protein 2 [Source:HGNC Symbol;Acc:HGNC:23781]"
"PLXND1",237.099363389646,-0.249415482395249,0.0819748592970791,0.000256967339707787,0.00133628917292856,"protein_coding","plexin D1 [Source:HGNC Symbol;Acc:HGNC:9107]"
"AK2",361.759805388211,0.129197198838365,0.0496675424296213,0.00476338816473774,0.0167537812512432,"protein_coding","adenylate kinase 2 [Source:HGNC Symbol;Acc:HGNC:362]"
"CD38",9.88240603247201,3.82419145475025,0.387446336022857,9.26384066150495e-25,5.79950577818179e-23,"protein_coding","CD38 molecule [Source:HGNC Symbol;Acc:HGNC:1667]"
"FKBP4",141.331462041937,0.086686700584011,0.0735049590206734,0.163693871000315,0.293026912312463,"protein_coding","FKBP prolyl isomerase 4 [Source:HGNC Symbol;Acc:HGNC:3720]"
"KDM1A",329.564800967322,-0.0757040138037827,0.0497966661517223,0.0999798910707055,0.201248602784936,"protein_coding","lysine demethylase 1A [Source:HGNC Symbol;Acc:HGNC:29079]"
"RBM6",224.464472384256,0.162623538431942,0.0609363221167259,0.0026130649374102,0.0100080313433092,"protein_coding","RNA binding motif protein 6 [Source:HGNC Symbol;Acc:HGNC:9903]"
"CAMKK1",20.3823139867313,-0.845257218912926,0.142551034026219,1.17172001758286e-10,1.90404502857215e-09,"protein_coding","calcium/calmodulin dependent protein kinase kinase 1 [Source:HGNC Symbol;Acc:HGNC:1469]"
"RECQL",512.912127641393,0.0130669339841052,0.0494626678085956,0.775678990748764,0.858530152299328,"protein_coding","RecQ like helicase [Source:HGNC Symbol;Acc:HGNC:9948]"
"VPS50",161.626959477996,-0.0482956508995205,0.062962342262079,0.385687091254489,0.542903236420291,"protein_coding","VPS50 subunit of EARP/GARPII complex [Source:HGNC Symbol;Acc:HGNC:25956]"
"HSPB6",251.721524661813,0.00753901334540547,0.151691846678362,0.928844309737187,0.957604154798489,"protein_coding","heat shock protein family B (small) member 6 [Source:HGNC Symbol;Acc:HGNC:26511]"
"ARHGAP33",2.69058594647054,0.0166652651156977,0.168520830744723,0.846564708947848,0.905985628726683,"protein_coding","Rho GTPase activating protein 33 [Source:HGNC Symbol;Acc:HGNC:23085]"
"NDUFAB1",126.838953294366,0.0109271671797161,0.0747367425473496,0.862218437991899,0.916352272382913,"protein_coding","NADH:ubiquinone oxidoreductase subunit AB1 [Source:HGNC Symbol;Acc:HGNC:7694]"
"PDK4",14.4095166609685,0.255899514918119,0.20220943259119,0.0258628428538291,0.0683953124721177,"protein_coding","pyruvate dehydrogenase kinase 4 [Source:HGNC Symbol;Acc:HGNC:8812]"
"SLC22A16",0.0295511450347325,-0.00239653834779223,0.407302828119525,0.958447478029249,NA,"protein_coding","solute carrier family 22 member 16 [Source:HGNC Symbol;Acc:HGNC:20302]"
"ZMYND10",1.66601227356549,-0.425976929658342,0.432355657445252,0.0165396347307431,0.047453207564339,"protein_coding","zinc finger MYND-type containing 10 [Source:HGNC Symbol;Acc:HGNC:19412]"
"ABCB5",0.192876907656513,0.00634707730615082,0.346600904792974,0.93194516368171,NA,"protein_coding","ATP binding cassette subfamily B member 5 [Source:HGNC Symbol;Acc:HGNC:46]"
"ARX",0,0,0.437285813522473,NA,NA,"protein_coding","aristaless related homeobox [Source:HGNC Symbol;Acc:HGNC:18060]"
"SLC25A13",39.7334708947297,0.358222651618913,0.0925198354127503,4.61643375725821e-06,3.63560884593349e-05,"protein_coding","solute carrier family 25 member 13 [Source:HGNC Symbol;Acc:HGNC:10983]"
"ST7",77.2241269397182,-0.0225690424272231,0.0596562629775892,0.672783392547581,0.789135070606017,"protein_coding","suppression of tumorigenicity 7 [Source:HGNC Symbol;Acc:HGNC:11351]"
"CDC27",760.515480865323,-0.0721134706212099,0.0440490974462547,0.0815838694859619,0.172527532217745,"protein_coding","cell division cycle 27 [Source:HGNC Symbol;Acc:HGNC:1728]"
"SLC4A1",0.0390520126488058,0.00933874743220134,0.408164840954256,0.839280574380327,NA,"protein_coding","solute carrier family 4 member 1 (Diego blood group) [Source:HGNC Symbol;Acc:HGNC:11027]"
"CALCR",0,0,0.437285813522473,NA,NA,"protein_coding","calcitonin receptor [Source:HGNC Symbol;Acc:HGNC:1440]"
"HCCS",88.0012599390784,0.140188669893147,0.0707022646394257,0.0205185065723352,0.0567590942344071,"protein_coding","holocytochrome c synthase [Source:HGNC Symbol;Acc:HGNC:4837]"
"DVL2",111.826890587133,0.00403922805071361,0.0540679726876929,0.934829598019161,0.960978498492711,"protein_coding","dishevelled segment polarity protein 2 [Source:HGNC Symbol;Acc:HGNC:3086]"
"PRSS22",0.00549828242607951,0.00264734749407799,0.407357879750439,0.954074497227819,NA,"protein_coding","serine protease 22 [Source:HGNC Symbol;Acc:HGNC:14368]"
"UPF1",161.477382542852,0.0447589385818393,0.0784731774043956,0.491140470430406,0.639111769096931,"protein_coding","UPF1 RNA helicase and ATPase [Source:HGNC Symbol;Acc:HGNC:9962]"
"SKAP2",194.615040245792,0.0376387753836401,0.0640717734263795,0.504768787202785,0.651461521389876,"protein_coding","src kinase associated phosphoprotein 2 [Source:HGNC Symbol;Acc:HGNC:15687]"
"SLC25A5",334.070134529954,-0.0687639761898334,0.0527733763857411,0.154820476858543,0.28088089985621,"protein_coding","solute carrier family 25 member 5 [Source:HGNC Symbol;Acc:HGNC:10991]"
"MCUB",95.7453040828238,-0.46721998783189,0.0800466768820431,2.36662615450379e-10,3.66597677410878e-09,"protein_coding","mitochondrial calcium uniporter dominant negative subunit beta [Source:HGNC Symbol;Acc:HGNC:26076]"
"HOXA11",30.5865054844335,-0.0374571037751806,0.0911645885917297,0.597813898659884,0.730924472441232,"protein_coding","homeobox A11 [Source:HGNC Symbol;Acc:HGNC:5101]"
"POLR2J",76.3607817641012,-0.0665687843220492,0.0767248777990265,0.298858096917881,0.454821135576817,"protein_coding","RNA polymerase II subunit J [Source:HGNC Symbol;Acc:HGNC:9197]"
"DHX33",67.6106232663985,0.191561269751054,0.086247605408336,0.00607641264372305,0.0205088362149013,"protein_coding","DEAH-box helicase 33 [Source:HGNC Symbol;Acc:HGNC:16718]"
"MEOX1",0.338552816257997,-0.062958470709567,0.31663943468614,0.485598062201604,NA,"protein_coding","mesenchyme homeobox 1 [Source:HGNC Symbol;Acc:HGNC:7013]"
"THSD7A",0.962835483862806,0.0926348819120858,0.303293046890475,0.346207142816341,0.50355717721199,"protein_coding","thrombospondin type 1 domain containing 7A [Source:HGNC Symbol;Acc:HGNC:22207]"
"LIG3",97.7474508838778,-0.0964011937567553,0.0604632922989458,0.0734359001186126,0.158959003045149,"protein_coding","DNA ligase 3 [Source:HGNC Symbol;Acc:HGNC:6600]"
"RPAP3",155.670920390072,0.0625830425572276,0.0698458021314496,0.297502599373803,0.453525592930929,"protein_coding","RNA polymerase II associated protein 3 [Source:HGNC Symbol;Acc:HGNC:26151]"
"ACSM3",1.94168385998879,0.0903759857671823,0.220771200993025,0.348309235168149,0.505668860784524,"protein_coding","acyl-CoA synthetase medium chain family member 3 [Source:HGNC Symbol;Acc:HGNC:10522]"
"REXO5",12.1377617995969,-0.853542613280811,0.176250096054775,4.41507383515255e-08,4.98162608393251e-07,"protein_coding","RNA exonuclease 5 [Source:HGNC Symbol;Acc:HGNC:24661]"
"CIAPIN1",97.2678208455999,0.104105020525372,0.0708632229433685,0.0860255660846976,0.179273827287617,"protein_coding","cytokine induced apoptosis inhibitor 1 [Source:HGNC Symbol;Acc:HGNC:28050]"
"SPPL2B",33.1005724301247,0.126373048701817,0.114693640796132,0.120001764927718,0.230823942708317,"protein_coding","signal peptide peptidase like 2B [Source:HGNC Symbol;Acc:HGNC:30627]"
"ATOSB",110.555648466624,0.178378746005223,0.082141691452487,0.00814254140511782,0.0262559755491397,"protein_coding","atos homolog B [Source:HGNC Symbol;Acc:HGNC:25666]"
"COPZ2",274.963581497539,-0.45380623104089,0.088876176923804,1.3214830766997e-08,1.60432060741425e-07,"protein_coding","COPI coat complex subunit zeta 2 [Source:HGNC Symbol;Acc:HGNC:19356]"
"PRKAR2B",16.589733871108,0.351647939191545,0.181030543062901,0.00295285855079984,0.0111305725340221,"protein_coding","protein kinase cAMP-dependent type II regulatory subunit beta [Source:HGNC Symbol;Acc:HGNC:9392]"
"MSL3",103.888597017848,0.0397186932660633,0.0581897066211927,0.448297361589369,0.601609422108673,"protein_coding","MSL complex subunit 3 [Source:HGNC Symbol;Acc:HGNC:7370]"
"CREBBP",223.893987705731,0.109577958451878,0.106329549372312,0.159212251562285,0.286932666154635,"protein_coding","CREB binding protein [Source:HGNC Symbol;Acc:HGNC:2348]"
"TSPOAP1",4.11074645736002,0.0337065953754611,0.184441471814075,0.701766309334331,0.808197296736765,"protein_coding","TSPO associated protein 1 [Source:HGNC Symbol;Acc:HGNC:16831]"
"MPO",0.199101846429191,0.0707657526501027,0.361552742130456,0.40258280737869,NA,"protein_coding","myeloperoxidase [Source:HGNC Symbol;Acc:HGNC:7218]"
"PON1",0.0060609632576832,0.00267249303277492,0.407359014440954,0.953639051956434,NA,"protein_coding","paraoxonase 1 [Source:HGNC Symbol;Acc:HGNC:9204]"
"GCFC2",85.5634652803363,-0.03795901345477,0.064329592820813,0.502435825420706,0.649746852769185,"protein_coding","GC-rich sequence DNA-binding factor 2 [Source:HGNC Symbol;Acc:HGNC:1317]"
"WDR54",25.8465828760632,-0.273778274845753,0.110400356624847,0.00118274677763088,0.00510731563067882,"protein_coding","WD repeat domain 54 [Source:HGNC Symbol;Acc:HGNC:25770]"
"CROT",67.6661661609986,-0.134399684433656,0.0747285133438467,0.032786990420006,0.0831922422218494,"protein_coding","carnitine O-octanoyltransferase [Source:HGNC Symbol;Acc:HGNC:2366]"
"ABCB4",27.4883766417088,2.57482112623609,0.26933953975508,2.3215393892503e-24,1.40795145548952e-22,"protein_coding","ATP binding cassette subfamily B member 4 [Source:HGNC Symbol;Acc:HGNC:45]"
"KMT2E",326.39245088039,-0.0195946763822099,0.0591590236770781,0.712076600288041,0.815233491902329,"protein_coding","lysine methyltransferase 2E (inactive) [Source:HGNC Symbol;Acc:HGNC:18541]"
"RHBDD2",98.2014408411213,0.200329568895817,0.0772272950608023,0.00196430758146815,0.00790201909808848,"protein_coding","rhomboid domain containing 2 [Source:HGNC Symbol;Acc:HGNC:23082]"
"SOX8",2.84394703699593,-0.024575691528436,0.197199786815491,0.780698086704995,0.861488385012375,"protein_coding","SRY-box transcription factor 8 [Source:HGNC Symbol;Acc:HGNC:11203]"
"IBTK",623.835974906832,0.0844561494290754,0.0393911999271497,0.0241682826785472,0.0646693165625494,"protein_coding","inhibitor of Bruton tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:17853]"
"ZNF195",91.7112298319321,0.261143799615041,0.0706788628322653,2.01163263138613e-05,0.000138580270270693,"protein_coding","zinc finger protein 195 [Source:HGNC Symbol;Acc:HGNC:12986]"
"MYCBP2",879.058674763839,-0.0775170358252261,0.0655223154236496,0.176203374221344,0.309564296070615,"protein_coding","MYC binding protein 2 [Source:HGNC Symbol;Acc:HGNC:23386]"
"FBXL3",370.411711530595,-0.171951889300925,0.0468693335576988,7.6270556677773e-05,0.000457253094645872,"protein_coding","F-box and leucine rich repeat protein 3 [Source:HGNC Symbol;Acc:HGNC:13599]"
"ITGAL",0.263317821909032,0.0160680986571747,0.351010331963705,0.827465581275072,NA,"protein_coding","integrin subunit alpha L [Source:HGNC Symbol;Acc:HGNC:6148]"
"PDK2",90.2485990613243,-0.300019590909531,0.0775189227159143,6.60062270844444e-06,5.01787686033675e-05,"protein_coding","pyruvate dehydrogenase kinase 2 [Source:HGNC Symbol;Acc:HGNC:8810]"
"ITGA3",140.712354087289,-0.0973382512904731,0.0852786989544472,0.156099580822029,0.282635319934328,"protein_coding","integrin subunit alpha 3 [Source:HGNC Symbol;Acc:HGNC:6139]"
"ZFX",360.073741291194,-0.00316361643638609,0.0456989871818071,0.941133065353646,0.965000580634711,"protein_coding","zinc finger protein X-linked [Source:HGNC Symbol;Acc:HGNC:12869]"
"LAMP2",1177.0395667095,0.0771269381136222,0.0306418881271628,0.00946861588605499,0.0297688374941118,"protein_coding","lysosomal associated membrane protein 2 [Source:HGNC Symbol;Acc:HGNC:6501]"
"ITGA2B",0.331602509987319,-0.00068164183942967,0.315097634930875,0.993368111583672,NA,"protein_coding","integrin subunit alpha 2b [Source:HGNC Symbol;Acc:HGNC:6138]"
"ASB4",0.00492503894467493,0,0.40728687200938,1,NA,"protein_coding","ankyrin repeat and SOCS box containing 4 [Source:HGNC Symbol;Acc:HGNC:16009]"
"GDE1",379.503121930665,-0.125897936792049,0.0417297303531334,0.00137929666720208,0.00581556338421486,"protein_coding","glycerophosphodiester phosphodiesterase 1 [Source:HGNC Symbol;Acc:HGNC:29644]"
"REX1BD",31.3227527462859,-0.0392749985078186,0.0860824279901112,0.567957030784636,0.704694151357136,"protein_coding","required for excision 1-B domain containing [Source:HGNC Symbol;Acc:HGNC:26098]"
"CRLF1",36.4597746487387,-0.0560987407450387,0.104477782593556,0.461225214722683,0.613506760208328,"protein_coding","cytokine receptor like factor 1 [Source:HGNC Symbol;Acc:HGNC:2364]"
"OSBPL7",13.4757576915104,0.163509197796236,0.166257325224286,0.0938789592347571,0.192041285993719,"protein_coding","oxysterol binding protein like 7 [Source:HGNC Symbol;Acc:HGNC:16387]"
"TMEM98",288.977878546155,-0.158560329557012,0.0581261970057685,0.00231267796478365,0.00903847242565763,"protein_coding","transmembrane protein 98 [Source:HGNC Symbol;Acc:HGNC:24529]"
"YBX2",0.181917123640412,0.0228379763073632,0.362296507148422,0.74757452789323,NA,"protein_coding","Y-box binding protein 2 [Source:HGNC Symbol;Acc:HGNC:17948]"
"KRT33A",0.0170204195292103,0.00699092972166709,0.407785987699641,0.879215881290247,NA,"protein_coding","keratin 33A [Source:HGNC Symbol;Acc:HGNC:6450]"
"MAP3K14",21.6796459114208,-0.211966022826309,0.135030710929746,0.0212126563897306,0.0582051983547749,"protein_coding","mitogen-activated protein kinase kinase kinase 14 [Source:HGNC Symbol;Acc:HGNC:6853]"
"ABCC8",0.0210572447417167,0.00622061243182484,0.407681115315415,0.892420062856392,NA,"protein_coding","ATP binding cassette subfamily C member 8 [Source:HGNC Symbol;Acc:HGNC:59]"
"CACNG3",0,0,0.437285813522473,NA,NA,"protein_coding","calcium voltage-gated channel auxiliary subunit gamma 3 [Source:HGNC Symbol;Acc:HGNC:1407]"
"TMEM132A",53.9634902283001,0.672361148750301,0.128221089904161,5.26670919409721e-09,6.69300695994487e-08,"protein_coding","transmembrane protein 132A [Source:HGNC Symbol;Acc:HGNC:31092]"
"AP2B1",724.68123164833,-0.21817692723731,0.0561104550647355,1.6256869570863e-05,0.000114075192727362,"protein_coding","adaptor related protein complex 2 subunit beta 1 [Source:HGNC Symbol;Acc:HGNC:563]"
"TAC1",0.296891828763326,0.0295778536568942,0.2910078354943,0.735409284763188,NA,"protein_coding","tachykinin precursor 1 [Source:HGNC Symbol;Acc:HGNC:11517]"
"ZNF263",108.63820353372,-0.00518046174829665,0.0575902210379566,0.920616125045772,0.952856711520444,"protein_coding","zinc finger protein 263 [Source:HGNC Symbol;Acc:HGNC:13056]"
"CX3CL1",0.0831857803028104,0.00247357447289898,0.4022594874503,0.960086245116538,NA,"protein_coding","C-X3-C motif chemokine ligand 1 [Source:HGNC Symbol;Acc:HGNC:10647]"
"SPATA20",164.627662882639,-0.178978848191366,0.0772827704695577,0.00559819270770985,0.0191710229226716,"protein_coding","spermatogenesis associated 20 [Source:HGNC Symbol;Acc:HGNC:26125]"
"CACNA1G",3.09766293305452,-0.499295819560533,0.386446541294252,0.00703160796742448,0.0232393376515111,"protein_coding","calcium voltage-gated channel subunit alpha1 G [Source:HGNC Symbol;Acc:HGNC:1394]"
"TNFRSF12A",298.585931304593,0.0241565497783223,0.0769592635370141,0.706660544096094,0.811654706355711,"protein_coding","TNF receptor superfamily member 12A [Source:HGNC Symbol;Acc:HGNC:18152]"
"DLX6",0,0,0.437285813522473,NA,NA,"protein_coding","distal-less homeobox 6 [Source:HGNC Symbol;Acc:HGNC:2919]"
"MAP3K9",0.621511494283361,0.0412877732572923,0.282126430991174,0.645625648047718,0.76815768337084,"protein_coding","mitogen-activated protein kinase kinase kinase 9 [Source:HGNC Symbol;Acc:HGNC:6861]"
"RALA",278.749492892796,-0.414320452299259,0.060604803079961,3.51026793757475e-13,7.77928057617504e-12,"protein_coding","RAS like proto-oncogene A [Source:HGNC Symbol;Acc:HGNC:9839]"
"BAIAP2L1",21.3760446932496,0.600169441260837,0.243870481264491,0.000302999465394637,0.00154513803955936,"protein_coding","BAR/IMD domain containing adaptor protein 2 like 1 [Source:HGNC Symbol;Acc:HGNC:21649]"
"KDM7A",146.52666711289,0.168238174055698,0.0800554857089586,0.0109938311453928,0.0337593119598014,"protein_coding","lysine demethylase 7A [Source:HGNC Symbol;Acc:HGNC:22224]"
"ETV1",285.577403070801,1.62553204016644,0.162471905174504,5.61406163097594e-25,3.56387977835552e-23,"protein_coding","ETS variant transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:3490]"
"AGK",92.4256610849035,-0.0150712825486947,0.0543252978528103,0.761170683089597,0.848486397782242,"protein_coding","acylglycerol kinase [Source:HGNC Symbol;Acc:HGNC:21869]"
"ALDH3B1",82.5732049083874,-0.19168633216448,0.0983272289851876,0.0117139737210388,0.0356723454383124,"protein_coding","aldehyde dehydrogenase 3 family member B1 [Source:HGNC Symbol;Acc:HGNC:410]"
"TTC22",0.0524192496982065,-0.00206903136846286,0.40726331352719,0.964134509453389,NA,"protein_coding","tetratricopeptide repeat domain 22 [Source:HGNC Symbol;Acc:HGNC:26067]"
"PHTF2",316.257271256291,0.101096546327556,0.0450438579377477,0.0164814694745046,0.0473363134907282,"protein_coding","putative homeodomain transcription factor 2 [Source:HGNC Symbol;Acc:HGNC:13411]"
"CCL26",11.0405457851603,2.39043755985018,0.2161734126591,2.90859946699214e-31,2.7250568109716e-29,"protein_coding","C-C motif chemokine ligand 26 [Source:HGNC Symbol;Acc:HGNC:10625]"
"FARP2",198.292761978903,-0.203455186752027,0.057323324893438,7.70468868938564e-05,0.00046129658812386,"protein_coding","FERM, ARH/RhoGEF and pleckstrin domain protein 2 [Source:HGNC Symbol;Acc:HGNC:16460]"
"USH1C",0.0181525340940505,0.00267065888286337,0.407359546913549,0.953670370779524,NA,"protein_coding","USH1 protein network component harmonin [Source:HGNC Symbol;Acc:HGNC:12597]"
