"","baseMean","log2FoldChange","lfcSE","pvalue","padj","transcript_biotype","description"
"RAD52",28.6475282960663,-0.145828890054492,0.0981382639978193,0.0517941582289152,0.115547832257045,"protein_coding","RAD52 homolog, DNA repair protein [Source:HGNC Symbol;Acc:HGNC:9824]"
"BAD",89.7658561370739,-0.117280256923568,0.086646514301171,0.0867867202275719,0.174626312277662,"protein_coding","BCL2 associated agonist of cell death [Source:HGNC Symbol;Acc:HGNC:936]"
"LAP3",269.562554928291,0.455651299136371,0.0784119474565832,2.8675819971498e-10,3.27737099132822e-09,"protein_coding","leucine aminopeptidase 3 [Source:HGNC Symbol;Acc:HGNC:18449]"
"CD99",1209.16072346714,-0.60130823988796,0.0453853829579747,5.44052980216161e-41,4.76713592476198e-39,"protein_coding","CD99 molecule (Xg blood group) [Source:HGNC Symbol;Acc:HGNC:7082]"
"HS3ST1",0.0207241918066241,-0.00812538669637881,0.464211355123271,0.891625383510809,NA,"protein_coding","heparan sulfate-glucosamine 3-sulfotransferase 1 [Source:HGNC Symbol;Acc:HGNC:5194]"
"AOC1",0,0,0.505357483036003,NA,NA,"protein_coding","amine oxidase copper containing 1 [Source:HGNC Symbol;Acc:HGNC:80]"
"WNT16",2.62821464487845,-1.54739898015904,0.599556035447444,7.50857466451165e-05,0.000377924357752805,"protein_coding","Wnt family member 16 [Source:HGNC Symbol;Acc:HGNC:16267]"
"HECW1",15.4394533809134,-0.00963916002519192,0.155273019192609,0.913741996053193,0.950089819315851,"protein_coding","HECT, C2 and WW domain containing E3 ubiquitin protein ligase 1 [Source:HGNC Symbol;Acc:HGNC:22195]"
"MAD1L1",0.771129180180262,0.0870452153658598,0.284632767643103,0.431634551422274,0.580961508106958,"protein_coding","mitotic arrest deficient 1 like 1 [Source:HGNC Symbol;Acc:HGNC:6762]"
"LASP1",1268.48609973094,-0.0965754906153836,0.0356949205905761,0.00385147900205725,0.0127759060611099,"protein_coding","LIM and SH3 protein 1 [Source:HGNC Symbol;Acc:HGNC:6513]"
"SNX11",50.4783475845004,0.112906029359078,0.0874583549129067,0.100849330138279,0.197003235611096,"protein_coding","sorting nexin 11 [Source:HGNC Symbol;Acc:HGNC:14975]"
"TMEM176A",2.79847324577312,0.187416574299232,0.327961323621566,0.152500273739186,0.271102949308962,"protein_coding","transmembrane protein 176A [Source:HGNC Symbol;Acc:HGNC:24930]"
"M6PR",293.307360772794,0.333411291353633,0.0474492293626926,1.17448289064103e-13,1.85730937938829e-12,"protein_coding","mannose-6-phosphate receptor, cation dependent [Source:HGNC Symbol;Acc:HGNC:6752]"
"KLHL13",5.39551825311929,1.91868649010868,0.350562526447942,8.21656427643229e-10,8.89453622346453e-09,"protein_coding","kelch like family member 13 [Source:HGNC Symbol;Acc:HGNC:22931]"
"CYP26B1",1282.77787609671,6.58674634462472,0.318906104201016,2.94321867162496e-97,3.72772023027991e-94,"protein_coding","cytochrome P450 family 26 subfamily B member 1 [Source:HGNC Symbol;Acc:HGNC:20581]"
"ICA1",0.985560536359032,0.00983171725623008,0.259267605120007,0.923738866381557,0.956273583476583,"protein_coding","islet cell autoantigen 1 [Source:HGNC Symbol;Acc:HGNC:5343]"
"DBNDD1",1.98444041468054,-0.148219532799362,0.256478800907985,0.205232095628899,0.339745492418013,"protein_coding","dysbindin domain containing 1 [Source:HGNC Symbol;Acc:HGNC:28455]"
"ALS2",221.269985674866,0.0483073786235155,0.043550980190481,0.218414245324964,0.356150194975117,"protein_coding","alsin Rho guanine nucleotide exchange factor ALS2 [Source:HGNC Symbol;Acc:HGNC:443]"
"CASP10",26.8524454299836,0.564234352646341,0.151099751200263,8.654570679746e-06,5.20619510838606e-05,"protein_coding","caspase 10 [Source:HGNC Symbol;Acc:HGNC:1500]"
"CFLAR",490.225365360869,0.306512135632313,0.0600366077775817,2.38332066175667e-08,2.14360383857934e-07,"protein_coding","CASP8 and FADD like apoptosis regulator [Source:HGNC Symbol;Acc:HGNC:1876]"
"TFPI",657.287582564958,1.17389951678541,0.0854806894211571,2.25162462681231e-44,2.27316190585138e-42,"protein_coding","tissue factor pathway inhibitor [Source:HGNC Symbol;Acc:HGNC:11760]"
"NDUFAF7",54.9608431462162,0.203483218254342,0.0805054324727262,0.00250840622658045,0.00878951598307818,"protein_coding","NADH:ubiquinone oxidoreductase complex assembly factor 7 [Source:HGNC Symbol;Acc:HGNC:28816]"
"RBM5",279.36351963884,0.0396026625936151,0.0679013217952254,0.48601133631709,0.631751253738542,"protein_coding","RNA binding motif protein 5 [Source:HGNC Symbol;Acc:HGNC:9902]"
"MTMR7",0.51012035332723,0.0289790072118765,0.264137911446697,0.779817365257057,0.860799854042554,"protein_coding","myotubularin related protein 7 [Source:HGNC Symbol;Acc:HGNC:7454]"
"SLC7A2",0.552257874527599,0.0111179664859017,0.272543003913449,0.91418119113916,0.950333695317935,"protein_coding","solute carrier family 7 member 2 [Source:HGNC Symbol;Acc:HGNC:11060]"
"ARF5",170.645286332922,-0.368425430742303,0.075125877954854,4.5384363855676e-08,3.92242529303522e-07,"protein_coding","ADP ribosylation factor 5 [Source:HGNC Symbol;Acc:HGNC:658]"
"SARM1",51.4886340882498,0.56593555282946,0.123048204594866,2.34463847094128e-07,1.80772015368865e-06,"protein_coding","sterile alpha and TIR motif containing 1 [Source:HGNC Symbol;Acc:HGNC:17074]"
"POLDIP2",215.981133989222,-0.0536473886957917,0.0425633332319447,0.163141849161961,0.285131694612276,"protein_coding","DNA polymerase delta interacting protein 2 [Source:HGNC Symbol;Acc:HGNC:23781]"
"PLXND1",237.099363389646,-0.177249853003384,0.0768395789265812,0.00600047456357852,0.0187127984522934,"protein_coding","plexin D1 [Source:HGNC Symbol;Acc:HGNC:9107]"
"AK2",361.759805388211,0.0643469034278207,0.0482462764020341,0.134006251882205,0.24630278380249,"protein_coding","adenylate kinase 2 [Source:HGNC Symbol;Acc:HGNC:362]"
"CD38",9.88240603247201,4.29833345193055,0.38681171260497,3.69043176472689e-31,1.91847370694683e-29,"protein_coding","CD38 molecule [Source:HGNC Symbol;Acc:HGNC:1667]"
"FKBP4",141.331462041937,0.196993813985767,0.0801025610852562,0.00324732910581853,0.010991688314447,"protein_coding","FKBP prolyl isomerase 4 [Source:HGNC Symbol;Acc:HGNC:3720]"
"KDM1A",329.564800967322,-0.112093184251324,0.0507214086884313,0.013898910892418,0.0384510775522573,"protein_coding","lysine demethylase 1A [Source:HGNC Symbol;Acc:HGNC:29079]"
"RBM6",224.464472384256,0.127100723313,0.0599107042832819,0.0154393209925018,0.0418809618511555,"protein_coding","RNA binding motif protein 6 [Source:HGNC Symbol;Acc:HGNC:9903]"
"CAMKK1",20.3823139867313,-1.08934669750559,0.137915221408836,1.24089790273871e-16,2.55364691003776e-15,"protein_coding","calcium/calmodulin dependent protein kinase kinase 1 [Source:HGNC Symbol;Acc:HGNC:1469]"
"RECQL",512.912127641393,-0.119349534462244,0.0514302294461274,0.00987651188854512,0.0287384218110298,"protein_coding","RecQ like helicase [Source:HGNC Symbol;Acc:HGNC:9948]"
"VPS50",161.626959477996,0.00717892924133018,0.0592931951464176,0.88847626223806,0.935472486356122,"protein_coding","VPS50 subunit of EARP/GARPII complex [Source:HGNC Symbol;Acc:HGNC:25956]"
"HSPB6",251.721524661813,-0.0666673140818426,0.167040549431014,0.475521950101064,0.621739540370221,"protein_coding","heat shock protein family B (small) member 6 [Source:HGNC Symbol;Acc:HGNC:26511]"
"ARHGAP33",2.69058594647054,-0.0386452889896247,0.178046792728202,0.681428300649722,0.791833781201949,"protein_coding","Rho GTPase activating protein 33 [Source:HGNC Symbol;Acc:HGNC:23085]"
"NDUFAB1",126.838953294366,0.0043489085569827,0.0717783966063987,0.941576248339391,0.967036808715277,"protein_coding","NADH:ubiquinone oxidoreductase subunit AB1 [Source:HGNC Symbol;Acc:HGNC:7694]"
"PDK4",14.4095166609685,0.808279458038937,0.217224210882985,8.95002212446579e-06,5.35387326054347e-05,"protein_coding","pyruvate dehydrogenase kinase 4 [Source:HGNC Symbol;Acc:HGNC:8812]"
"SLC22A16",0.0295511450347325,-0.0133353028227044,0.465113140668193,0.823313203622176,NA,"protein_coding","solute carrier family 22 member 16 [Source:HGNC Symbol;Acc:HGNC:20302]"
"ZMYND10",1.66601227356549,-0.521450883382882,0.452602224479841,0.0118547868208109,0.0335420166505965,"protein_coding","zinc finger MYND-type containing 10 [Source:HGNC Symbol;Acc:HGNC:19412]"
"ABCB5",0.192876907656513,-0.0261989659088788,0.389223538554355,0.776254429996468,NA,"protein_coding","ATP binding cassette subfamily B member 5 [Source:HGNC Symbol;Acc:HGNC:46]"
"ARX",0,0,0.505357483036003,NA,NA,"protein_coding","aristaless related homeobox [Source:HGNC Symbol;Acc:HGNC:18060]"
"SLC25A13",39.7334708947297,0.415304923745547,0.0900121193551055,1.73124679708841e-07,1.36578314705752e-06,"protein_coding","solute carrier family 25 member 13 [Source:HGNC Symbol;Acc:HGNC:10983]"
"ST7",77.2241269397182,-0.0502785321493743,0.0586984305484292,0.320520557920773,0.471839857666125,"protein_coding","suppression of tumorigenicity 7 [Source:HGNC Symbol;Acc:HGNC:11351]"
"CDC27",760.515480865323,-0.0648110845006267,0.0438144340792547,0.100905435477661,0.197030767634866,"protein_coding","cell division cycle 27 [Source:HGNC Symbol;Acc:HGNC:1728]"
"SLC4A1",0.0390520126488058,-0.00117127117297739,0.463693421548242,0.984316562083604,NA,"protein_coding","solute carrier family 4 member 1 (Diego blood group) [Source:HGNC Symbol;Acc:HGNC:11027]"
"CALCR",0,0,0.505357483036003,NA,NA,"protein_coding","calcitonin receptor [Source:HGNC Symbol;Acc:HGNC:1440]"
"HCCS",88.0012599390784,0.118045029630357,0.0699382182757411,0.0448858714456559,0.102735331194493,"protein_coding","holocytochrome c synthase [Source:HGNC Symbol;Acc:HGNC:4837]"
"DVL2",111.826890587133,0.119027983647585,0.0557210831496795,0.0158953984477829,0.0429675380625748,"protein_coding","dishevelled segment polarity protein 2 [Source:HGNC Symbol;Acc:HGNC:3086]"
"PRSS22",0.00549828242607951,0,0.463684622136836,1,NA,"protein_coding","serine protease 22 [Source:HGNC Symbol;Acc:HGNC:14368]"
"UPF1",161.477382542852,0.0521177799068287,0.0773420786757833,0.404989942015975,0.556057935563867,"protein_coding","UPF1 RNA helicase and ATPase [Source:HGNC Symbol;Acc:HGNC:9962]"
"SKAP2",194.615040245792,0.211483205634675,0.0700166523421767,0.000521210703979592,0.00219182237483962,"protein_coding","src kinase associated phosphoprotein 2 [Source:HGNC Symbol;Acc:HGNC:15687]"
"SLC25A5",334.070134529954,0.00116972228786125,0.0492843712203295,0.978743737618306,0.988568926016557,"protein_coding","solute carrier family 25 member 5 [Source:HGNC Symbol;Acc:HGNC:10991]"
"MCUB",95.7453040828238,-0.329380565666509,0.0782499872736529,1.5909900781047e-06,1.08815286048869e-05,"protein_coding","mitochondrial calcium uniporter dominant negative subunit beta [Source:HGNC Symbol;Acc:HGNC:26076]"
"HOXA11",30.5865054844335,-0.0138403539216478,0.0878218146013358,0.838955722333986,0.902225482327834,"protein_coding","homeobox A11 [Source:HGNC Symbol;Acc:HGNC:5101]"
"POLR2J",76.3607817641012,-0.0416725250818656,0.0735145856665683,0.489726119572416,0.634579240819434,"protein_coding","RNA polymerase II subunit J [Source:HGNC Symbol;Acc:HGNC:9197]"
"DHX33",67.6106232663985,0.166885970537179,0.084019836375591,0.0146275521987134,0.0401242483229916,"protein_coding","DEAH-box helicase 33 [Source:HGNC Symbol;Acc:HGNC:16718]"
"MEOX1",0.338552816257997,-0.198013519738946,0.459871046466902,0.136790405974098,NA,"protein_coding","mesenchyme homeobox 1 [Source:HGNC Symbol;Acc:HGNC:7013]"
"THSD7A",0.962835483862806,0.153300549579969,0.362532987784227,0.21966946602603,0.357652798956954,"protein_coding","thrombospondin type 1 domain containing 7A [Source:HGNC Symbol;Acc:HGNC:22207]"
"LIG3",97.7474508838778,-0.0781261052529797,0.0595446656825569,0.127891951201599,0.237318948340526,"protein_coding","DNA ligase 3 [Source:HGNC Symbol;Acc:HGNC:6600]"
"RPAP3",155.670920390072,0.0369374398119883,0.0670875469516414,0.511989782345327,0.653675052734744,"protein_coding","RNA polymerase II associated protein 3 [Source:HGNC Symbol;Acc:HGNC:26151]"
"ACSM3",1.94168385998879,0.42021171997805,0.39133773163937,0.0202323098177186,0.052874984126891,"protein_coding","acyl-CoA synthetase medium chain family member 3 [Source:HGNC Symbol;Acc:HGNC:10522]"
"REXO5",12.1377617995969,-1.19523584010432,0.170496312739764,8.1473826989129e-14,1.30921955895334e-12,"protein_coding","RNA exonuclease 5 [Source:HGNC Symbol;Acc:HGNC:24661]"
"CIAPIN1",97.2678208455999,0.146743194589718,0.0734149772441543,0.0173549228182254,0.0463374443663311,"protein_coding","cytokine induced apoptosis inhibitor 1 [Source:HGNC Symbol;Acc:HGNC:28050]"
"SPPL2B",33.1005724301247,0.0956472669000414,0.109567691308569,0.223138564317851,0.361821051917633,"protein_coding","signal peptide peptidase like 2B [Source:HGNC Symbol;Acc:HGNC:30627]"
"ATOSB",110.555648466624,-0.0499238564931359,0.0727340089541435,0.40422803785937,0.555340205448846,"protein_coding","atos homolog B [Source:HGNC Symbol;Acc:HGNC:25666]"
"COPZ2",274.963581497539,-0.619177228947715,0.0852832719241847,3.78842122980613e-14,6.23880432312754e-13,"protein_coding","COPI coat complex subunit zeta 2 [Source:HGNC Symbol;Acc:HGNC:19356]"
"PRKAR2B",16.589733871108,0.888345457875167,0.163589756323588,3.97560366081208e-09,3.96762967066145e-08,"protein_coding","protein kinase cAMP-dependent type II regulatory subunit beta [Source:HGNC Symbol;Acc:HGNC:9392]"
"MSL3",103.888597017848,0.10603843640909,0.0598220065584387,0.041224633108419,0.0957395546701939,"protein_coding","MSL complex subunit 3 [Source:HGNC Symbol;Acc:HGNC:7370]"
"CREBBP",223.893987705731,0.0503736396878458,0.0989774621015593,0.492229686274208,0.636209330704331,"protein_coding","CREB binding protein [Source:HGNC Symbol;Acc:HGNC:2348]"
"TSPOAP1",4.11074645736002,0.0316619068743767,0.189629430941146,0.741210735081431,0.834468522113494,"protein_coding","TSPO associated protein 1 [Source:HGNC Symbol;Acc:HGNC:16831]"
"MPO",0.199101846429191,0.0412033253321182,0.372377005310415,0.674089455109505,NA,"protein_coding","myeloperoxidase [Source:HGNC Symbol;Acc:HGNC:7218]"
"PON1",0.0060609632576832,0,0.46368480793817,1,NA,"protein_coding","paraoxonase 1 [Source:HGNC Symbol;Acc:HGNC:9204]"
"GCFC2",85.5634652803363,0.00382423698460813,0.0606835079534163,0.941552697659095,0.967036808715277,"protein_coding","GC-rich sequence DNA-binding factor 2 [Source:HGNC Symbol;Acc:HGNC:1317]"
"WDR54",25.8465828760632,-0.433241118142078,0.112409003510277,5.06176088883789e-06,3.16377087049302e-05,"protein_coding","WD repeat domain 54 [Source:HGNC Symbol;Acc:HGNC:25770]"
"CROT",67.6661661609986,-0.228594545864249,0.0796549135180325,0.000694115782430134,0.00282926304295396,"protein_coding","carnitine O-octanoyltransferase [Source:HGNC Symbol;Acc:HGNC:2366]"
"ABCB4",27.4883766417088,2.82257182444768,0.259847930844103,1.64779729373502e-29,7.83519177348678e-28,"protein_coding","ATP binding cassette subfamily B member 4 [Source:HGNC Symbol;Acc:HGNC:45]"
"KMT2E",326.39245088039,-0.0990522251111953,0.0615152298209478,0.0614943790153443,0.132766106995471,"protein_coding","lysine methyltransferase 2E (inactive) [Source:HGNC Symbol;Acc:HGNC:18541]"
"RHBDD2",98.2014408411213,0.297531198431436,0.0791133578892834,1.39621439395903e-05,8.04136376049491e-05,"protein_coding","rhomboid domain containing 2 [Source:HGNC Symbol;Acc:HGNC:23082]"
"SOX8",2.84394703699593,0.0310037838781367,0.206996188416515,0.752940444018492,0.842296954076251,"protein_coding","SRY-box transcription factor 8 [Source:HGNC Symbol;Acc:HGNC:11203]"
"IBTK",623.835974906832,0.0490537023643042,0.0384522488580811,0.162887777208286,0.284844045696729,"protein_coding","inhibitor of Bruton tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:17853]"
"ZNF195",91.7112298319321,0.128312046074061,0.0654020418372222,0.0223895697732164,0.0575807032465866,"protein_coding","zinc finger protein 195 [Source:HGNC Symbol;Acc:HGNC:12986]"
"MYCBP2",879.058674763839,-0.0436680641862689,0.0634814683955424,0.418087065741989,0.569049335669929,"protein_coding","MYC binding protein 2 [Source:HGNC Symbol;Acc:HGNC:23386]"
"FBXL3",370.411711530595,-0.225021501067648,0.0466256596791036,2.61934812199595e-07,2.00509659536525e-06,"protein_coding","F-box and leucine rich repeat protein 3 [Source:HGNC Symbol;Acc:HGNC:13599]"
"ITGAL",0.263317821909032,-0.0273932766304194,0.392843477289648,0.764523951698819,NA,"protein_coding","integrin subunit alpha L [Source:HGNC Symbol;Acc:HGNC:6148]"
"PDK2",90.2485990613243,-0.157042790124272,0.0699356240153732,0.00861769448180016,0.0255559215667177,"protein_coding","pyruvate dehydrogenase kinase 2 [Source:HGNC Symbol;Acc:HGNC:8810]"
"ITGA3",140.712354087289,-0.213011260269727,0.0966292641162138,0.00535073331333537,0.0169655021669068,"protein_coding","integrin subunit alpha 3 [Source:HGNC Symbol;Acc:HGNC:6139]"
"ZFX",360.073741291194,-0.045811319556554,0.0448002861314819,0.254921354086443,0.399130014208205,"protein_coding","zinc finger protein X-linked [Source:HGNC Symbol;Acc:HGNC:12869]"
"LAMP2",1177.0395667095,0.16092012456091,0.0304257151602734,5.02647352933201e-08,4.30416897422579e-07,"protein_coding","lysosomal associated membrane protein 2 [Source:HGNC Symbol;Acc:HGNC:6501]"
"ITGA2B",0.331602509987319,0.00176914834107978,0.345861336367448,0.985726909499782,NA,"protein_coding","integrin subunit alpha 2b [Source:HGNC Symbol;Acc:HGNC:6138]"
"ASB4",0.00492503894467493,-0.00353545171162219,0.463783933616389,0.952691238593586,NA,"protein_coding","ankyrin repeat and SOCS box containing 4 [Source:HGNC Symbol;Acc:HGNC:16009]"
"GDE1",379.503121930665,-0.11180691574188,0.0413804316686877,0.00355584322037673,0.0119115190541689,"protein_coding","glycerophosphodiester phosphodiesterase 1 [Source:HGNC Symbol;Acc:HGNC:29644]"
"REX1BD",31.3227527462859,-0.00681594426906998,0.0822011948801851,0.916803788166313,0.951781697223031,"protein_coding","required for excision 1-B domain containing [Source:HGNC Symbol;Acc:HGNC:26098]"
"CRLF1",36.4597746487387,-0.0845124388111186,0.108898932298715,0.278367776829583,0.425897196001509,"protein_coding","cytokine receptor like factor 1 [Source:HGNC Symbol;Acc:HGNC:2364]"
"OSBPL7",13.4757576915104,0.815439112967198,0.20521225403209,3.56890962788308e-06,2.29557012630042e-05,"protein_coding","oxysterol binding protein like 7 [Source:HGNC Symbol;Acc:HGNC:16387]"
"TMEM98",288.977878546155,0.0278939443940596,0.0523042354137162,0.544870878481023,0.681798192832549,"protein_coding","transmembrane protein 98 [Source:HGNC Symbol;Acc:HGNC:24529]"
"YBX2",0.181917123640412,-0.0128066196858104,0.400511141927687,0.884025670927883,NA,"protein_coding","Y-box binding protein 2 [Source:HGNC Symbol;Acc:HGNC:17948]"
"KRT33A",0.0170204195292103,0,0.463690744068825,1,NA,"protein_coding","keratin 33A [Source:HGNC Symbol;Acc:HGNC:6450]"
"MAP3K14",21.6796459114208,-0.107867825607423,0.113483177936758,0.179690579179909,0.307096313681857,"protein_coding","mitogen-activated protein kinase kinase kinase 14 [Source:HGNC Symbol;Acc:HGNC:6853]"
"ABCC8",0.0210572447417167,-0.00382182613579935,0.463800112236613,0.94886611996775,NA,"protein_coding","ATP binding cassette subfamily C member 8 [Source:HGNC Symbol;Acc:HGNC:59]"
"CACNG3",0,0,0.505357483036003,NA,NA,"protein_coding","calcium voltage-gated channel auxiliary subunit gamma 3 [Source:HGNC Symbol;Acc:HGNC:1407]"
"TMEM132A",53.9634902283001,1.00416766449354,0.120304473474409,4.07804426808449e-18,9.46921879049219e-17,"protein_coding","transmembrane protein 132A [Source:HGNC Symbol;Acc:HGNC:31092]"
"AP2B1",724.68123164833,-0.214783645599141,0.0550030098780901,1.96950867597043e-05,0.00011059731911979,"protein_coding","adaptor related protein complex 2 subunit beta 1 [Source:HGNC Symbol;Acc:HGNC:563]"
"TAC1",0.296891828763326,-0.0422137539806198,0.320488416456362,0.685524629136861,NA,"protein_coding","tachykinin precursor 1 [Source:HGNC Symbol;Acc:HGNC:11517]"
"ZNF263",108.63820353372,0.015160240189384,0.0546777242942692,0.751534770091018,0.841332456159748,"protein_coding","zinc finger protein 263 [Source:HGNC Symbol;Acc:HGNC:13056]"
"CX3CL1",0.0831857803028104,-0.0147048434243007,0.45859867817469,0.818071225746766,NA,"protein_coding","C-X3-C motif chemokine ligand 1 [Source:HGNC Symbol;Acc:HGNC:10647]"
"SPATA20",164.627662882639,-0.135091970448015,0.0744501763912698,0.0293781576060449,0.0722883242259655,"protein_coding","spermatogenesis associated 20 [Source:HGNC Symbol;Acc:HGNC:26125]"
"CACNA1G",3.09766293305452,-0.794316258364381,0.407422931909994,0.00113631453918258,0.00437082665927436,"protein_coding","calcium voltage-gated channel subunit alpha1 G [Source:HGNC Symbol;Acc:HGNC:1394]"
"TNFRSF12A",298.585931304593,-0.237745435143101,0.0921194150425923,0.00149724375160478,0.00556255998596209,"protein_coding","TNF receptor superfamily member 12A [Source:HGNC Symbol;Acc:HGNC:18152]"
"DLX6",0,0,0.505357483036003,NA,NA,"protein_coding","distal-less homeobox 6 [Source:HGNC Symbol;Acc:HGNC:2919]"
"MAP3K9",0.621511494283361,0.0330635430374816,0.299886585584495,0.751080397585915,0.84093733001413,"protein_coding","mitogen-activated protein kinase kinase kinase 9 [Source:HGNC Symbol;Acc:HGNC:6861]"
"RALA",278.749492892796,-0.501539999853139,0.0588294914832832,9.52947452488402e-19,2.32512502768273e-17,"protein_coding","RAS like proto-oncogene A [Source:HGNC Symbol;Acc:HGNC:9839]"
"BAIAP2L1",21.3760446932496,0.42629206585285,0.231860667053912,0.00366961111742551,0.0122455142725682,"protein_coding","BAR/IMD domain containing adaptor protein 2 like 1 [Source:HGNC Symbol;Acc:HGNC:21649]"
"KDM7A",146.52666711289,0.189713230879397,0.0811545876359992,0.00485499820789757,0.0156067916549213,"protein_coding","lysine demethylase 7A [Source:HGNC Symbol;Acc:HGNC:22224]"
"ETV1",285.577403070801,2.19930332779416,0.161786219424915,9.66087511798972e-44,9.47854310872062e-42,"protein_coding","ETS variant transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:3490]"
"AGK",92.4256610849035,0.0606299781494472,0.0536770102450314,0.197028720770337,0.329058275925718,"protein_coding","acylglycerol kinase [Source:HGNC Symbol;Acc:HGNC:21869]"
"ALDH3B1",82.5732049083874,-0.285123734335715,0.104373648878895,0.000607835023328157,0.00251510470597205,"protein_coding","aldehyde dehydrogenase 3 family member B1 [Source:HGNC Symbol;Acc:HGNC:410]"
"TTC22",0.0524192496982065,-0.0109337657467998,0.464581957643273,0.854726891124175,NA,"protein_coding","tetratricopeptide repeat domain 22 [Source:HGNC Symbol;Acc:HGNC:26067]"
"PHTF2",316.257271256291,0.000215188813599003,0.0419551382717813,0.995502639476682,0.997148808195351,"protein_coding","putative homeodomain transcription factor 2 [Source:HGNC Symbol;Acc:HGNC:13411]"
"CCL26",11.0405457851603,2.48714274196947,0.209592615827233,2.65758238630495e-34,1.60980164373916e-32,"protein_coding","C-C motif chemokine ligand 26 [Source:HGNC Symbol;Acc:HGNC:10625]"
"FARP2",198.292761978903,-0.240838086844321,0.0566110792614803,3.20344766187907e-06,2.07779694496223e-05,"protein_coding","FERM, ARH/RhoGEF and pleckstrin domain protein 2 [Source:HGNC Symbol;Acc:HGNC:16460]"
"USH1C",0.0181525340940505,0,0.463677902895248,1,NA,"protein_coding","USH1 protein network component harmonin [Source:HGNC Symbol;Acc:HGNC:12597]"
