"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","transcript_biotype","description"
"SEMA3F",7.88645947941333,-1.68817785879508,0.254978651877096,-6.62085961458768,3.57116003983692e-11,6.23575952971525e-10,"protein_coding","semaphorin 3F [Source:HGNC Symbol;Acc:HGNC:10728]"
"CFTR",0.395070998820814,-1.66789454958083,1.29251377005966,-1.29042690934259,0.196902474068892,NA,"protein_coding","CF transmembrane conductance regulator [Source:HGNC Symbol;Acc:HGNC:1884]"
"ANKIB1",610.472332651963,0.094795148861734,0.0259377604649073,3.65471602646605,0.000257466796242117,0.0013380590768742,"protein_coding","ankyrin repeat and IBR domain containing 1 [Source:HGNC Symbol;Acc:HGNC:22215]"
"CYP51A1",19.5677541561544,0.0847703328157148,0.133455832426784,0.635193916026274,0.5253019507324,0.669133070824974,"protein_coding","cytochrome P450 family 51 subfamily A member 1 [Source:HGNC Symbol;Acc:HGNC:2649]"
"KRIT1",30.1580045182551,-0.0221045730776756,0.113941070611768,-0.194000047208549,0.84617584493838,0.905640814109186,"protein_coding","KRIT1 ankyrin repeat containing [Source:HGNC Symbol;Acc:HGNC:1573]"
"RAD52",28.6475282960663,-0.128240619460212,0.108840018000595,-1.17824878951703,0.238697437044612,0.384608775590423,"protein_coding","RAD52 homolog, DNA repair protein [Source:HGNC Symbol;Acc:HGNC:9824]"
"BAD",89.7658561370739,-0.153265656093844,0.0977918429049267,-1.56726421694342,0.117052945710194,0.226551398699671,"protein_coding","BCL2 associated agonist of cell death [Source:HGNC Symbol;Acc:HGNC:936]"
"LAP3",269.562554928291,0.31940025707629,0.0773358098482016,4.13004347795961,3.62694636363115e-05,0.000234740668651402,"protein_coding","leucine aminopeptidase 3 [Source:HGNC Symbol;Acc:HGNC:18449]"
"CD99",1209.16072346714,-0.557416801991138,0.0458957975318726,-12.1452688909924,6.07824380556219e-34,6.71324732508637e-32,"protein_coding","CD99 molecule (Xg blood group) [Source:HGNC Symbol;Acc:HGNC:7082]"
"HS3ST1",0.0207241918066241,-0.183368268213053,3.60840551148444,-0.0508169793082979,0.959471360826003,NA,"protein_coding","heparan sulfate-glucosamine 3-sulfotransferase 1 [Source:HGNC Symbol;Acc:HGNC:5194]"
"AOC1",0,NA,NA,NA,NA,NA,"protein_coding","amine oxidase copper containing 1 [Source:HGNC Symbol;Acc:HGNC:80]"
"WNT16",2.62821464487845,-0.98944857744051,0.506283904216402,-1.95433544143957,0.0506615600760598,0.117949836098247,"protein_coding","Wnt family member 16 [Source:HGNC Symbol;Acc:HGNC:16267]"
"HECW1",15.4394533809134,0.185214579091256,0.271693301071827,0.681704621941679,0.495425744309711,0.642769641626226,"protein_coding","HECT, C2 and WW domain containing E3 ubiquitin protein ligase 1 [Source:HGNC Symbol;Acc:HGNC:22195]"
"MAD1L1",0.771129180180262,0.927108046710523,0.628873596189993,1.47423592328788,0.140418080779216,0.260460122598082,"protein_coding","mitotic arrest deficient 1 like 1 [Source:HGNC Symbol;Acc:HGNC:6762]"
"LASP1",1268.48609973094,-0.0457457330713771,0.0365470237317294,-1.25169516968523,0.210680960857064,0.352344880112339,"protein_coding","LIM and SH3 protein 1 [Source:HGNC Symbol;Acc:HGNC:6513]"
"SNX11",50.4783475845004,0.151523665721737,0.099671584287548,1.52022932919977,0.128453348541611,0.243202382591808,"protein_coding","sorting nexin 11 [Source:HGNC Symbol;Acc:HGNC:14975]"
"TMEM176A",2.79847324577312,0.846853911405398,0.536877585802536,1.57736872203279,0.114710708037069,0.223137873431183,"protein_coding","transmembrane protein 176A [Source:HGNC Symbol;Acc:HGNC:24930]"
"M6PR",293.307360772794,0.290043005214186,0.0477388959425884,6.07561191953407,1.23515796494117e-09,1.73522450400474e-08,"protein_coding","mannose-6-phosphate receptor, cation dependent [Source:HGNC Symbol;Acc:HGNC:6752]"
"KLHL13",5.39551825311929,1.50039521732299,0.358083923425216,4.19006584537811,2.78873517599219e-05,0.000186441768532745,"protein_coding","kelch like family member 13 [Source:HGNC Symbol;Acc:HGNC:22931]"
"CYP26B1",1282.77787609671,6.10242827359742,0.320976567457111,19.0120678339325,1.35504248781043e-80,2.04536135521163e-77,"protein_coding","cytochrome P450 family 26 subfamily B member 1 [Source:HGNC Symbol;Acc:HGNC:20581]"
"ICA1",0.985560536359032,0.946572188860468,0.638134578082424,1.48334257595771,0.137983415864649,0.256922245685479,"protein_coding","islet cell autoantigen 1 [Source:HGNC Symbol;Acc:HGNC:5343]"
"DBNDD1",1.98444041468054,-0.532282386095903,0.41827170474874,-1.27257564892096,0.203168664154428,0.343674050870117,"protein_coding","dysbindin domain containing 1 [Source:HGNC Symbol;Acc:HGNC:28455]"
"ALS2",221.269985674866,0.160995503398758,0.0469678584068836,3.42778037704104,0.000608537549319667,0.00286252860370764,"protein_coding","alsin Rho guanine nucleotide exchange factor ALS2 [Source:HGNC Symbol;Acc:HGNC:443]"
"CASP10",26.8524454299836,0.424974411609864,0.145743292452427,2.91591060184524,0.00354652104681724,0.0130214833570303,"protein_coding","caspase 10 [Source:HGNC Symbol;Acc:HGNC:1500]"
"CFLAR",490.225365360869,0.373155247263536,0.0595068067816459,6.27079938321662,3.59199180201496e-10,5.41589440958638e-09,"protein_coding","CASP8 and FADD like apoptosis regulator [Source:HGNC Symbol;Acc:HGNC:1876]"
"TFPI",657.287582564958,1.03439226310484,0.0857487852996929,12.063054415169,1.65528067375569e-33,1.74317736069543e-31,"protein_coding","tissue factor pathway inhibitor [Source:HGNC Symbol;Acc:HGNC:11760]"
"NDUFAF7",54.9608431462162,0.247157016927241,0.083046852285652,2.97611541105866,0.00291924978657869,0.0110222368956841,"protein_coding","NADH:ubiquinone oxidoreductase complex assembly factor 7 [Source:HGNC Symbol;Acc:HGNC:28816]"
"RBM5",279.36351963884,0.0873591544803339,0.0800878188683808,1.09079202948332,0.275364404455893,0.427083620793847,"protein_coding","RNA binding motif protein 5 [Source:HGNC Symbol;Acc:HGNC:9902]"
"MTMR7",0.51012035332723,0.374172077775803,0.660702060054123,0.566324975201609,0.571172885502662,NA,"protein_coding","myotubularin related protein 7 [Source:HGNC Symbol;Acc:HGNC:7454]"
"SLC7A2",0.552257874527599,0.672335735622376,0.708157314038559,0.949415789816678,0.342409182766431,NA,"protein_coding","solute carrier family 7 member 2 [Source:HGNC Symbol;Acc:HGNC:11060]"
"ARF5",170.645286332922,-0.477937509343538,0.0742440763589281,-6.43738238499972,1.21551443072603e-10,1.96580518350156e-09,"protein_coding","ADP ribosylation factor 5 [Source:HGNC Symbol;Acc:HGNC:658]"
"SARM1",51.4886340882498,0.493849997664715,0.120789962987134,4.08850193717931,4.34167921945959e-05,0.000276390403919206,"protein_coding","sterile alpha and TIR motif containing 1 [Source:HGNC Symbol;Acc:HGNC:17074]"
"POLDIP2",215.981133989222,-0.0352101158549166,0.0456842999653061,-0.770726833543606,0.440868863316275,0.594225965686238,"protein_coding","DNA polymerase delta interacting protein 2 [Source:HGNC Symbol;Acc:HGNC:23781]"
"PLXND1",237.099363389646,-0.294038847241136,0.0804436707212898,-3.65521419652618,0.000256967339707787,0.00133628917292856,"protein_coding","plexin D1 [Source:HGNC Symbol;Acc:HGNC:9107]"
"AK2",361.759805388211,0.145835815216334,0.0516669351547312,2.82261401377085,0.00476338816473774,0.0167537812512432,"protein_coding","adenylate kinase 2 [Source:HGNC Symbol;Acc:HGNC:362]"
"CD38",9.88240603247201,4.01016130194476,0.390334868989775,10.2736435315745,9.26384066150495e-25,5.79950577818179e-23,"protein_coding","CD38 molecule [Source:HGNC Symbol;Acc:HGNC:1667]"
"FKBP4",141.331462041937,0.115821068485439,0.0831596821600216,1.39275506443818,0.163693871000315,0.293026912312463,"protein_coding","FKBP prolyl isomerase 4 [Source:HGNC Symbol;Acc:HGNC:3720]"
"KDM1A",329.564800967322,-0.0872114109740706,0.0530176306022577,-1.64495112254897,0.0999798910707055,0.201248602784936,"protein_coding","lysine demethylase 1A [Source:HGNC Symbol;Acc:HGNC:29079]"
"RBM6",224.464472384256,0.189818060559291,0.0630639108191037,3.00993164067761,0.0026130649374102,0.0100080313433092,"protein_coding","RNA binding motif protein 6 [Source:HGNC Symbol;Acc:HGNC:9903]"
"CAMKK1",20.3823139867313,-0.889404113173461,0.138042958584376,-6.44295168905578,1.17172001758286e-10,1.90404502857215e-09,"protein_coding","calcium/calmodulin dependent protein kinase kinase 1 [Source:HGNC Symbol;Acc:HGNC:1469]"
"RECQL",512.912127641393,0.0151955452933291,0.0533262137509037,0.284954513446431,0.775678990748764,0.858530152299328,"protein_coding","RecQ like helicase [Source:HGNC Symbol;Acc:HGNC:9948]"
"VPS50",161.626959477996,-0.0611124225776792,0.0704494108703149,-0.867465346022218,0.385687091254489,0.542903236420291,"protein_coding","VPS50 subunit of EARP/GARPII complex [Source:HGNC Symbol;Acc:HGNC:25956]"
"HSPB6",251.721524661813,0.0243076959507577,0.272205770824423,0.0892989736299035,0.928844309737187,0.957604154798489,"protein_coding","heat shock protein family B (small) member 6 [Source:HGNC Symbol;Acc:HGNC:26511]"
"ARHGAP33",2.69058594647054,0.0633651575030903,0.327462685555492,0.193503444203423,0.846564708947848,0.905985628726683,"protein_coding","Rho GTPase activating protein 33 [Source:HGNC Symbol;Acc:HGNC:23085]"
"NDUFAB1",126.838953294366,0.0153841496285686,0.0886434549466691,0.173550880184264,0.862218437991899,0.916352272382913,"protein_coding","NADH:ubiquinone oxidoreductase subunit AB1 [Source:HGNC Symbol;Acc:HGNC:7694]"
"PDK4",14.4095166609685,0.47755137280239,0.214315332137793,2.22826508975733,0.0258628428538291,0.0683953124721177,"protein_coding","pyruvate dehydrogenase kinase 4 [Source:HGNC Symbol;Acc:HGNC:8812]"
"SLC22A16",0.0295511450347325,-0.18787697458264,3.60595063679248,-0.0521019263729462,0.958447478029249,NA,"protein_coding","solute carrier family 22 member 16 [Source:HGNC Symbol;Acc:HGNC:20302]"
"ZMYND10",1.66601227356549,-1.07138695914705,0.447010078729288,-2.39678479329297,0.0165396347307431,0.047453207564339,"protein_coding","zinc finger MYND-type containing 10 [Source:HGNC Symbol;Acc:HGNC:19412]"
"ABCB5",0.192876907656513,0.137866290490547,1.61440147492055,0.085397772878851,0.93194516368171,NA,"protein_coding","ATP binding cassette subfamily B member 5 [Source:HGNC Symbol;Acc:HGNC:46]"
"ARX",0,NA,NA,NA,NA,NA,"protein_coding","aristaless related homeobox [Source:HGNC Symbol;Acc:HGNC:18060]"
"SLC25A13",39.7334708947297,0.401187967346916,0.0875668670338186,4.58150418002251,4.61643375725821e-06,3.63560884593349e-05,"protein_coding","solute carrier family 25 member 13 [Source:HGNC Symbol;Acc:HGNC:10983]"
"ST7",77.2241269397182,-0.0280657317319943,0.0664543402260248,-0.422331056730637,0.672783392547581,0.789135070606017,"protein_coding","suppression of tumorigenicity 7 [Source:HGNC Symbol;Acc:HGNC:11351]"
"CDC27",760.515480865323,-0.0806652238583967,0.046317555321547,-1.74156911560639,0.0815838694859619,0.172527532217745,"protein_coding","cell division cycle 27 [Source:HGNC Symbol;Acc:HGNC:1728]"
"SLC4A1",0.0390520126488058,0.731641119655156,3.60745242221019,0.202813796004799,0.839280574380327,NA,"protein_coding","solute carrier family 4 member 1 (Diego blood group) [Source:HGNC Symbol;Acc:HGNC:11027]"
"CALCR",0,NA,NA,NA,NA,NA,"protein_coding","calcitonin receptor [Source:HGNC Symbol;Acc:HGNC:1440]"
"HCCS",88.0012599390784,0.175077458628473,0.0755709750298412,2.31672885733364,0.0205185065723352,0.0567590942344071,"protein_coding","holocytochrome c synthase [Source:HGNC Symbol;Acc:HGNC:4837]"
"DVL2",111.826890587133,0.00483888554395419,0.0591767696220015,0.081770018452564,0.934829598019161,0.960978498492711,"protein_coding","dishevelled segment polarity protein 2 [Source:HGNC Symbol;Acc:HGNC:3086]"
"PRSS22",0.00549828242607951,0.207848052114668,3.60904321417509,0.0575909014606175,0.954074497227819,NA,"protein_coding","serine protease 22 [Source:HGNC Symbol;Acc:HGNC:14368]"
"UPF1",161.477382542852,0.0643072876883716,0.0934025543066277,0.688496028462558,0.491140470430406,0.639111769096931,"protein_coding","UPF1 RNA helicase and ATPase [Source:HGNC Symbol;Acc:HGNC:9962]"
"SKAP2",194.615040245792,0.0481966965655337,0.0722583478673302,0.667005238675331,0.504768787202785,0.651461521389876,"protein_coding","src kinase associated phosphoprotein 2 [Source:HGNC Symbol;Acc:HGNC:15687]"
"SLC25A5",334.070134529954,-0.0807562794824529,0.0567623238328311,-1.42270918506236,0.154820476858543,0.28088089985621,"protein_coding","solute carrier family 25 member 5 [Source:HGNC Symbol;Acc:HGNC:10991]"
"MCUB",95.7453040828238,-0.492951867785045,0.0778086055427802,-6.33544148936088,2.36662615450379e-10,3.66597677410878e-09,"protein_coding","mitochondrial calcium uniporter dominant negative subunit beta [Source:HGNC Symbol;Acc:HGNC:26076]"
"HOXA11",30.5865054844335,-0.0609355192133941,0.115507315550629,-0.527546839115006,0.597813898659884,0.730924472441232,"protein_coding","homeobox A11 [Source:HGNC Symbol;Acc:HGNC:5101]"
"POLR2J",76.3607817641012,-0.0927442648710902,0.0892728652418665,-1.0388852717992,0.298858096917881,0.454821135576817,"protein_coding","RNA polymerase II subunit J [Source:HGNC Symbol;Acc:HGNC:9197]"
"DHX33",67.6106232663985,0.244499216786433,0.0891152544967325,2.74362922674925,0.00607641264372305,0.0205088362149013,"protein_coding","DEAH-box helicase 33 [Source:HGNC Symbol;Acc:HGNC:16718]"
"MEOX1",0.338552816257997,-0.698433270919825,1.00158618677169,-0.697327179771728,0.485598062201604,NA,"protein_coding","mesenchyme homeobox 1 [Source:HGNC Symbol;Acc:HGNC:7013]"
"THSD7A",0.962835483862806,0.721413140084848,0.765854388857596,0.941971673180538,0.346207142816341,0.50355717721199,"protein_coding","thrombospondin type 1 domain containing 7A [Source:HGNC Symbol;Acc:HGNC:22207]"
"LIG3",97.7474508838778,-0.117184946340767,0.0654623526948322,-1.79011204939503,0.0734359001186126,0.158959003045149,"protein_coding","DNA ligase 3 [Source:HGNC Symbol;Acc:HGNC:6600]"
"RPAP3",155.670920390072,0.0828141475099489,0.0794911081027568,1.04180391350057,0.297502599373803,0.453525592930929,"protein_coding","RNA polymerase II associated protein 3 [Source:HGNC Symbol;Acc:HGNC:26151]"
"ACSM3",1.94168385998879,0.394696672718869,0.420841956594269,0.937873865792792,0.348309235168149,0.505668860784524,"protein_coding","acyl-CoA synthetase medium chain family member 3 [Source:HGNC Symbol;Acc:HGNC:10522]"
"REXO5",12.1377617995969,-0.920215578010884,0.168125349219657,-5.47338983848662,4.41507383515255e-08,4.98162608393251e-07,"protein_coding","RNA exonuclease 5 [Source:HGNC Symbol;Acc:HGNC:24661]"
"CIAPIN1",97.2678208455999,0.134501207431976,0.0783465909379193,1.71674613817662,0.0860255660846976,0.179273827287617,"protein_coding","cytokine induced apoptosis inhibitor 1 [Source:HGNC Symbol;Acc:HGNC:28050]"
"SPPL2B",33.1005724301247,0.214480884564287,0.137950571866339,1.55476618663168,0.120001764927718,0.230823942708317,"protein_coding","signal peptide peptidase like 2B [Source:HGNC Symbol;Acc:HGNC:30627]"
"ATOSB",110.555648466624,0.226931197417174,0.085760583789633,2.6461013601986,0.00814254140511782,0.0262559755491397,"protein_coding","atos homolog B [Source:HGNC Symbol;Acc:HGNC:25666]"
"COPZ2",274.963581497539,-0.48615453359791,0.0855414359762236,-5.68326364936213,1.3214830766997e-08,1.60432060741425e-07,"protein_coding","COPI coat complex subunit zeta 2 [Source:HGNC Symbol;Acc:HGNC:19356]"
"PRKAR2B",16.589733871108,0.499865627866154,0.168157531414783,2.97260327063894,0.00295285855079984,0.0111305725340221,"protein_coding","protein kinase cAMP-dependent type II regulatory subunit beta [Source:HGNC Symbol;Acc:HGNC:9392]"
"MSL3",103.888597017848,0.0487102512054984,0.0642397954340832,0.758256636347485,0.448297361589369,0.601609422108673,"protein_coding","MSL complex subunit 3 [Source:HGNC Symbol;Acc:HGNC:7370]"
"CREBBP",223.893987705731,0.181833435783754,0.129168211433135,1.40772589297547,0.159212251562285,0.286932666154635,"protein_coding","CREB binding protein [Source:HGNC Symbol;Acc:HGNC:2348]"
"TSPOAP1",4.11074645736002,0.143679683631721,0.375204273870833,0.382937225499685,0.701766309334331,0.808197296736765,"protein_coding","TSPO associated protein 1 [Source:HGNC Symbol;Acc:HGNC:16831]"
"MPO",0.199101846429191,1.14010581546629,1.36210533193257,0.837017364764806,0.40258280737869,NA,"protein_coding","myeloperoxidase [Source:HGNC Symbol;Acc:HGNC:7218]"
"PON1",0.0060609632576832,0.209819917877436,3.6090248308633,0.0581375656058441,0.953639051956434,NA,"protein_coding","paraoxonase 1 [Source:HGNC Symbol;Acc:HGNC:9204]"
"GCFC2",85.5634652803363,-0.048696995856966,0.0726103314534198,-0.670662079103792,0.502435825420706,0.649746852769185,"protein_coding","GC-rich sequence DNA-binding factor 2 [Source:HGNC Symbol;Acc:HGNC:1317]"
"WDR54",25.8465828760632,-0.346121181164396,0.106728422059018,-3.24300851157529,0.00118274677763088,0.00510731563067882,"protein_coding","WD repeat domain 54 [Source:HGNC Symbol;Acc:HGNC:25770]"
"CROT",67.6661661609986,-0.172763336888591,0.0809316483993115,-2.13468204720344,0.032786990420006,0.0831922422218494,"protein_coding","carnitine O-octanoyltransferase [Source:HGNC Symbol;Acc:HGNC:2366]"
"ABCB4",27.4883766417088,2.67183192911207,0.262338669941989,10.1846667504371,2.3215393892503e-24,1.40795145548952e-22,"protein_coding","ATP binding cassette subfamily B member 4 [Source:HGNC Symbol;Acc:HGNC:45]"
"KMT2E",326.39245088039,-0.02429005930161,0.065814485312153,-0.369068590089312,0.712076600288041,0.815233491902329,"protein_coding","lysine methyltransferase 2E (inactive) [Source:HGNC Symbol;Acc:HGNC:18541]"
"RHBDD2",98.2014408411213,0.243250663328584,0.0785800870450788,3.0955764046054,0.00196430758146815,0.00790201909808848,"protein_coding","rhomboid domain containing 2 [Source:HGNC Symbol;Acc:HGNC:23082]"
"SOX8",2.84394703699593,-0.120598443813443,0.433169403661773,-0.278409423181719,0.780698086704995,0.861488385012375,"protein_coding","SRY-box transcription factor 8 [Source:HGNC Symbol;Acc:HGNC:11203]"
"IBTK",623.835974906832,0.0922015532805749,0.0408977001070484,2.25444347822103,0.0241682826785472,0.0646693165625494,"protein_coding","inhibitor of Bruton tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:17853]"
"ZNF195",91.7112298319321,0.294397563975234,0.0690491273063318,4.26359572466657,2.01163263138613e-05,0.000138580270270693,"protein_coding","zinc finger protein 195 [Source:HGNC Symbol;Acc:HGNC:12986]"
"MYCBP2",879.058674763839,-0.0984852703663102,0.0728151769948766,-1.35253767732021,0.176203374221344,0.309564296070615,"protein_coding","MYC binding protein 2 [Source:HGNC Symbol;Acc:HGNC:23386]"
"FBXL3",370.411711530595,-0.188468987169281,0.0476433926952674,-3.95582632779219,7.6270556677773e-05,0.000457253094645872,"protein_coding","F-box and leucine rich repeat protein 3 [Source:HGNC Symbol;Acc:HGNC:13599]"
"ITGAL",0.263317821909032,0.361474963889998,1.65849813448531,0.217953192936317,0.827465581275072,NA,"protein_coding","integrin subunit alpha L [Source:HGNC Symbol;Acc:HGNC:6148]"
"PDK2",90.2485990613243,-0.335896836497077,0.0745414311500303,-4.50617638157515,6.60062270844444e-06,5.01787686033675e-05,"protein_coding","pyruvate dehydrogenase kinase 2 [Source:HGNC Symbol;Acc:HGNC:8810]"
"ITGA3",140.712354087289,-0.14038089743796,0.0989774173775854,-1.41831239041554,0.156099580822029,0.282635319934328,"protein_coding","integrin subunit alpha 3 [Source:HGNC Symbol;Acc:HGNC:6139]"
"ZFX",360.073741291194,-0.0035997333837244,0.0487466082149302,-0.0738458226232418,0.941133065353646,0.965000580634711,"protein_coding","zinc finger protein X-linked [Source:HGNC Symbol;Acc:HGNC:12869]"
"LAMP2",1177.0395667095,0.0814222263604319,0.0313807634569332,2.59465409349187,0.00946861588605499,0.0297688374941118,"protein_coding","lysosomal associated membrane protein 2 [Source:HGNC Symbol;Acc:HGNC:6501]"
"ITGA2B",0.331602509987319,-0.010063114667657,1.21068251904525,-0.00831193521782472,0.993368111583672,NA,"protein_coding","integrin subunit alpha 2b [Source:HGNC Symbol;Acc:HGNC:6138]"
"ASB4",0.00492503894467493,0,3.60915437878642,0,1,NA,"protein_coding","ankyrin repeat and SOCS box containing 4 [Source:HGNC Symbol;Acc:HGNC:16009]"
"GDE1",379.503121930665,-0.137456605222169,0.0429693046762213,-3.19894879048941,0.00137929666720208,0.00581556338421486,"protein_coding","glycerophosphodiester phosphodiesterase 1 [Source:HGNC Symbol;Acc:HGNC:29644]"
"REX1BD",31.3227527462859,-0.0607317197454542,0.106348571441067,-0.57106286358636,0.567957030784636,0.704694151357136,"protein_coding","required for excision 1-B domain containing [Source:HGNC Symbol;Acc:HGNC:26098]"
"CRLF1",36.4597746487387,-0.101832846550058,0.138203829749222,-0.736830858702242,0.461225214722683,0.613506760208328,"protein_coding","cytokine receptor like factor 1 [Source:HGNC Symbol;Acc:HGNC:2364]"
"OSBPL7",13.4757576915104,0.345487245787051,0.206226349885886,1.67528177644721,0.0938789592347571,0.192041285993719,"protein_coding","oxysterol binding protein like 7 [Source:HGNC Symbol;Acc:HGNC:16387]"
"TMEM98",288.977878546155,-0.183218459301841,0.0601341088936408,-3.04683086974647,0.00231267796478365,0.00903847242565763,"protein_coding","transmembrane protein 98 [Source:HGNC Symbol;Acc:HGNC:24529]"
"YBX2",0.181917123640412,0.586144253690758,1.82123334607967,0.321839183843452,0.74757452789323,NA,"protein_coding","Y-box binding protein 2 [Source:HGNC Symbol;Acc:HGNC:17948]"
"KRT33A",0.0170204195292103,0.548389585874289,3.60869751887174,0.151963300610948,0.879215881290247,NA,"protein_coding","keratin 33A [Source:HGNC Symbol;Acc:HGNC:6450]"
"MAP3K14",21.6796459114208,-0.328606850811012,0.142613486369458,-2.30417795102291,0.0212126563897306,0.0582051983547749,"protein_coding","mitogen-activated protein kinase kinase kinase 14 [Source:HGNC Symbol;Acc:HGNC:6853]"
"ABCC8",0.0210572447417167,0.488052460153479,3.60871828342814,0.135242604665124,0.892420062856392,NA,"protein_coding","ATP binding cassette subfamily C member 8 [Source:HGNC Symbol;Acc:HGNC:59]"
"CACNG3",0,NA,NA,NA,NA,NA,"protein_coding","calcium voltage-gated channel auxiliary subunit gamma 3 [Source:HGNC Symbol;Acc:HGNC:1407]"
"TMEM132A",53.9634902283001,0.718305003890444,0.123028646020277,5.83851832175782,5.26670919409721e-09,6.69300695994487e-08,"protein_coding","transmembrane protein 132A [Source:HGNC Symbol;Acc:HGNC:31092]"
"AP2B1",724.68123164833,-0.241478949285368,0.0560154997025981,-4.3109309131838,1.6256869570863e-05,0.000114075192727362,"protein_coding","adaptor related protein complex 2 subunit beta 1 [Source:HGNC Symbol;Acc:HGNC:563]"
"TAC1",0.296891828763326,0.318816213138309,0.943413968661775,0.337938830384871,0.735409284763188,NA,"protein_coding","tachykinin precursor 1 [Source:HGNC Symbol;Acc:HGNC:11517]"
"ZNF263",108.63820353372,-0.00635776402545499,0.0637960472625487,-0.0996576480559994,0.920616125045772,0.952856711520444,"protein_coding","zinc finger protein 263 [Source:HGNC Symbol;Acc:HGNC:13056]"
"CX3CL1",0.0831857803028104,0.163804723476432,3.27312538461147,0.0500453555022843,0.960086245116538,NA,"protein_coding","C-X3-C motif chemokine ligand 1 [Source:HGNC Symbol;Acc:HGNC:10647]"
"SPATA20",164.627662882639,-0.222281645592218,0.080233558184191,-2.77043235552297,0.00559819270770985,0.0191710229226716,"protein_coding","spermatogenesis associated 20 [Source:HGNC Symbol;Acc:HGNC:26125]"
"CACNA1G",3.09766293305452,-0.945492340442845,0.350787313583297,-2.69534359947237,0.00703160796742448,0.0232393376515111,"protein_coding","calcium voltage-gated channel subunit alpha1 G [Source:HGNC Symbol;Acc:HGNC:1394]"
"TNFRSF12A",298.585931304593,0.0345864956939558,0.0919010746181806,0.376344845124516,0.706660544096094,0.811654706355711,"protein_coding","TNF receptor superfamily member 12A [Source:HGNC Symbol;Acc:HGNC:18152]"
"DLX6",0,NA,NA,NA,NA,NA,"protein_coding","distal-less homeobox 6 [Source:HGNC Symbol;Acc:HGNC:2919]"
"MAP3K9",0.621511494283361,0.38841621987692,0.84466301406859,0.459847552701507,0.645625648047718,0.76815768337084,"protein_coding","mitogen-activated protein kinase kinase kinase 9 [Source:HGNC Symbol;Acc:HGNC:6861]"
