ensembl_gene_id	"Length"	"GC"
"ENSG00000012171"	5768	0.635922330097087
"ENSG00000012174"	8945	0.388038010061487
"ENSG00000012211"	3656	0.601750547045952
"ENSG00000012223"	3989	0.524692905490098
"ENSG00000012232"	16477	0.495964071129453
"ENSG00000012504"	3628	0.405181918412348
"ENSG00000012660"	3813	0.425124573826383
"ENSG00000012779"	3728	0.589592274678112
"ENSG00000012817"	9463	0.454084328437071
"ENSG00000012822"	8898	0.516970105641717
"ENSG00000012963"	3509	0.445426047306925
"ENSG00000012983"	7580	0.375197889182058
"ENSG00000013016"	4825	0.545699481865285
"ENSG00000013275"	2550	0.531764705882353
"ENSG00000013288"	8884	0.574290859972985
"ENSG00000013293"	10496	0.429592225609756
"ENSG00000013297"	4321	0.470261513538533
"ENSG00000013306"	3526	0.618547929665343
"ENSG00000013364"	6141	0.57352222765022
"ENSG00000013374"	5338	0.477707006369427
"ENSG00000013375"	22007	0.385695460535284
"ENSG00000013392"	3769	0.428230299814274
"ENSG00000013441"	5117	0.390267735000977
"ENSG00000013503"	4768	0.441484899328859
"ENSG00000013523"	6525	0.52183908045977
"ENSG00000013561"	4988	0.443263833199679
"ENSG00000013563"	4132	0.571393998063892
"ENSG00000013573"	8367	0.565316122863631
"ENSG00000013583"	3428	0.468203033838973
"ENSG00000013588"	7663	0.485580060028709
"ENSG00000013619"	6664	0.553271308523409
"ENSG00000013725"	5958	0.582242363209131
"ENSG00000013810"	8825	0.594447592067989
"ENSG00000014123"	4539	0.37320995814056
"ENSG00000014138"	12006	0.487506246876562
"ENSG00000014164"	3721	0.64041924213921
"ENSG00000014216"	7506	0.604583000266454
"ENSG00000014257"	4284	0.432072829131653
"ENSG00000014641"	4990	0.41122244488978
"ENSG00000014824"	7199	0.378802611473816
"ENSG00000014914"	4572	0.509842519685039
"ENSG00000014919"	5215	0.433365292425695
"ENSG00000015133"	12426	0.563013037180106
"ENSG00000015153"	10839	0.368576436940677
"ENSG00000015171"	12925	0.441160541586073
"ENSG00000015285"	3402	0.561728395061728
"ENSG00000015413"	2737	0.633175009134088
"ENSG00000015475"	4420	0.529864253393665
"ENSG00000015479"	12064	0.385278514588859
"ENSG00000015520"	5267	0.582494778811468
"ENSG00000015532"	5472	0.586074561403509
"ENSG00000015568"	14185	0.399295029961227
"ENSG00000015592"	3309	0.508008461770928
"ENSG00000015676"	9893	0.534317193975538
"ENSG00000016082"	2817	0.451544195953142
"ENSG00000016391"	7787	0.525876460767947
"ENSG00000016402"	4730	0.45369978858351
"ENSG00000016490"	3310	0.432930513595166
"ENSG00000016602"	3447	0.378590078328982
"ENSG00000016864"	3785	0.469220607661823
"ENSG00000017260"	8510	0.398119858989424
"ENSG00000017427"	8115	0.370425138632163
"ENSG00000017483"	4017	0.578541199900423
"ENSG00000017797"	8041	0.459395597562492
"ENSG00000018189"	9405	0.412971823498139
"ENSG00000018236"	7649	0.383971761014512
"ENSG00000018280"	8676	0.573766712770862
"ENSG00000018408"	8353	0.425595594397223
"ENSG00000018510"	15223	0.375615844445904
"ENSG00000018607"	1774	0.43630214205186
"ENSG00000018610"	2581	0.463386284385897
"ENSG00000018625"	6298	0.533343918704351
"ENSG00000018699"	3443	0.444670345628812
"ENSG00000018869"	3341	0.429512122119126
"ENSG00000019102"	1447	0.585348997926745
"ENSG00000019144"	21691	0.543820017518787
"ENSG00000019169"	2051	0.568990736226231
"ENSG00000019186"	3988	0.450100300902708
"ENSG00000019485"	13976	0.542930738408701
"ENSG00000019505"	5445	0.481910009182736
"ENSG00000019549"	3281	0.411459920755867
"ENSG00000019582"	4526	0.558108705258506
"ENSG00000019991"	9753	0.359479134625244
"ENSG00000019995"	5993	0.393625896879693
"ENSG00000020129"	4917	0.612161887329673
"ENSG00000020181"	7084	0.628176171654433
"ENSG00000020219"	1674	0.571087216248507
"ENSG00000020256"	6790	0.535493372606775
"ENSG00000020426"	3877	0.364457054423523
"ENSG00000020577"	12333	0.481958971864104
"ENSG00000020633"	4922	0.594067452255181
"ENSG00000020922"	7674	0.385066458170446
"ENSG00000021300"	4933	0.565984188120819
"ENSG00000021355"	3047	0.481785362651789
"ENSG00000021461"	2628	0.432648401826484
"ENSG00000021488"	2598	0.52963818321786
"ENSG00000021574"	9488	0.408621416526138
"ENSG00000021645"	15534	0.45377880777649
"ENSG00000021762"	7473	0.626254516258531
"ENSG00000021776"	13431	0.386791750428114
"ENSG00000021826"	11018	0.417317117444182
"ENSG00000021852"	3931	0.449503943017044
"ENSG00000022267"	5862	0.501194131695667
"ENSG00000022277"	4063	0.463204528673394
"ENSG00000022355"	8420	0.383610451306413
"ENSG00000022556"	6313	0.507682559797244
"ENSG00000022567"	8608	0.572026022304833
"ENSG00000022840"	5900	0.504915254237288
"ENSG00000022976"	5595	0.532260947274352
"ENSG00000023041"	9250	0.413405405405405
"ENSG00000023171"	14932	0.508103402089472
"ENSG00000023191"	7374	0.610116625983184
"ENSG00000023228"	12174	0.420568424511253
"ENSG00000023287"	7613	0.37803756731906
"ENSG00000023318"	14212	0.379749507458486
"ENSG00000023330"	2536	0.51813880126183
"ENSG00000023445"	7484	0.365847140566542
"ENSG00000023516"	9915	0.372970247100353
"ENSG00000023572"	6210	0.365861513687601
"ENSG00000023608"	2593	0.368684920940995
"ENSG00000023697"	2813	0.408460718094561
"ENSG00000023734"	2215	0.423476297968397
"ENSG00000023839"	7837	0.442643868827357
"ENSG00000023892"	5066	0.51006711409396
"ENSG00000023902"	6629	0.543822597676874
"ENSG00000023909"	5426	0.386288241798747
"ENSG00000024048"	8874	0.41965291863872
"ENSG00000024422"	3844	0.606919875130073
"ENSG00000024526"	5904	0.35010162601626
"ENSG00000024862"	1247	0.437048917401764
"ENSG00000025039"	5095	0.430029440628067
"ENSG00000025156"	2697	0.403411197626993
"ENSG00000025293"	8372	0.449474438604873
"ENSG00000025423"	2272	0.477112676056338
"ENSG00000025434"	4534	0.559991177767975
"ENSG00000025708"	3600	0.642222222222222
"ENSG00000025770"	4459	0.601255886970173
"ENSG00000025772"	1973	0.523568170299037
"ENSG00000025796"	8606	0.381710434580525
"ENSG00000025800"	7457	0.47592865763712
"ENSG00000026025"	5176	0.502704791344668
"ENSG00000026036"	9093	0.638953040800616
"ENSG00000026103"	29313	0.414798894688364
"ENSG00000026297"	19532	0.491040344050788
"ENSG00000026508"	9992	0.423038430744596
"ENSG00000026559"	5415	0.576361957525392
"ENSG00000026652"	14253	0.488669052129376
"ENSG00000026751"	4833	0.460376577695013
"ENSG00000026950"	5539	0.475356562556418
"ENSG00000027001"	3388	0.469893742621015
"ENSG00000027075"	8947	0.497373421258522
"ENSG00000027644"	5200	0.6125
"ENSG00000027697"	3549	0.425471963933502
"ENSG00000027847"	4878	0.605166051660517
"ENSG00000027869"	2498	0.590872698158527
"ENSG00000028116"	3531	0.440101954120646
"ENSG00000028137"	3778	0.594494441503441
"ENSG00000028203"	8766	0.385694729637235
"ENSG00000028277"	9072	0.561618165784832
"ENSG00000028310"	9549	0.552832757356791
"ENSG00000028528"	9789	0.463479415670651
"ENSG00000028839"	5039	0.392538202024211
"ENSG00000029153"	7001	0.40994143693758
"ENSG00000029363"	9533	0.354557851673135
"ENSG00000029364"	7138	0.434995797142057
"ENSG00000029534"	10996	0.580029101491451
"ENSG00000029559"	1573	0.424666242848061
"ENSG00000029639"	4111	0.427633179275116
"ENSG00000029725"	7059	0.417764555886103
"ENSG00000029993"	3914	0.453755748594788
"ENSG00000030066"	8576	0.415461753731343
"ENSG00000030110"	2212	0.588155515370705
"ENSG00000030304"	9176	0.378160418482999
"ENSG00000030419"	12243	0.366086743445234
"ENSG00000030582"	3524	0.618615209988649
"ENSG00000031003"	6808	0.39644535840188
"ENSG00000031081"	9374	0.496799658630254
"ENSG00000031691"	1741	0.340034462952326
"ENSG00000031698"	3849	0.485840478046246
"ENSG00000031823"	7445	0.570718603089322
"ENSG00000032219"	7449	0.395355081218956
"ENSG00000032389"	5723	0.531888869474052
"ENSG00000032444"	7161	0.636782572266443
"ENSG00000032742"	6049	0.380062820300876
"ENSG00000033011"	10637	0.509448152674626
"ENSG00000033030"	8981	0.411646809932079
"ENSG00000033050"	5158	0.514540519581233
"ENSG00000033100"	6498	0.582179132040628
"ENSG00000033122"	30043	0.387943947009287
"ENSG00000033170"	6976	0.436783256880734
"ENSG00000033178"	11408	0.350280504908836
"ENSG00000033327"	6775	0.536236162361624
"ENSG00000033627"	12938	0.494125830885763
"ENSG00000033800"	10647	0.42979242979243
"ENSG00000033867"	9616	0.365120632279534
"ENSG00000034053"	6869	0.561944970155772
"ENSG00000034152"	3775	0.591258278145695
"ENSG00000034239"	5822	0.451047749914119
"ENSG00000034510"	461	0.533622559652928
"ENSG00000034533"	3427	0.453457834840969
"ENSG00000034677"	5852	0.424641148325359
"ENSG00000034693"	2830	0.36678445229682
"ENSG00000034713"	3010	0.4578073089701
"ENSG00000034971"	2104	0.518060836501901
"ENSG00000035115"	11132	0.429123248293209
"ENSG00000035141"	3062	0.502612671456564
"ENSG00000035403"	9992	0.453662930344275
"ENSG00000035499"	3806	0.379926431949553
"ENSG00000035664"	13661	0.505307078544762
"ENSG00000035681"	6170	0.43354943273906
"ENSG00000035687"	3441	0.376344086021505
"ENSG00000035720"	1951	0.380317785750897
"ENSG00000035862"	6209	0.553551296505073
"ENSG00000035928"	6713	0.417399076418889
"ENSG00000036054"	5176	0.378670788253478
"ENSG00000036257"	11505	0.369230769230769
"ENSG00000036448"	7056	0.515873015873016
"ENSG00000036473"	1683	0.407011289364231
"ENSG00000036530"	9358	0.475849540500107
"ENSG00000036549"	9008	0.382992895204263
"ENSG00000036565"	3910	0.478260869565217
"ENSG00000036672"	4523	0.58279902719434
"ENSG00000036828"	12020	0.474292845257903
"ENSG00000037042"	2793	0.556032939491586
"ENSG00000037241"	1164	0.515463917525773
"ENSG00000037280"	8852	0.624943515589697
"ENSG00000037474"	5506	0.475118053033055
"ENSG00000037637"	9009	0.454545454545455
"ENSG00000037749"	10159	0.424844965055616
"ENSG00000037757"	3466	0.542700519330641
"ENSG00000037897"	1947	0.535182331792501
"ENSG00000037965"	2417	0.496483243690525
"ENSG00000038002"	2605	0.385412667946257
"ENSG00000038210"	3685	0.381004070556309
"ENSG00000038219"	15862	0.418043121926617
"ENSG00000038274"	8700	0.378045977011494
"ENSG00000038295"	8105	0.405428747686613
"ENSG00000038358"	6140	0.594625407166124
"ENSG00000038382"	19917	0.509414068383793
"ENSG00000038427"	14678	0.416064858972612
"ENSG00000038532"	12548	0.520561045584954
"ENSG00000038945"	7812	0.381976446492576
"ENSG00000039068"	6076	0.484529295589203
"ENSG00000039123"	6347	0.401449503702537
"ENSG00000039139"	24848	0.41150193174501
"ENSG00000039319"	15490	0.371400903808909
"ENSG00000039523"	6729	0.61836825679893
"ENSG00000039537"	6900	0.409130434782609
"ENSG00000039560"	7581	0.442817570241393
"ENSG00000039600"	3489	0.509314989968472
"ENSG00000039650"	4545	0.607040704070407
"ENSG00000039987"	2646	0.603174603174603
"ENSG00000040199"	12493	0.446409989594173
"ENSG00000040275"	4775	0.401675392670157
"ENSG00000040341"	8964	0.386769299419902
"ENSG00000040487"	2686	0.619136262099777
"ENSG00000040531"	4949	0.554455445544555
"ENSG00000040608"	3126	0.657709532949456
"ENSG00000040633"	2733	0.574094401756312
"ENSG00000040731"	3660	0.413934426229508
"ENSG00000040933"	13556	0.487975804071998
"ENSG00000041353"	7154	0.354347218339391
"ENSG00000041357"	6994	0.42622247640835
"ENSG00000041515"	8816	0.48049001814882
"ENSG00000041802"	4801	0.457404707352635
"ENSG00000041880"	3198	0.584427767354597
"ENSG00000041982"	9589	0.519553655229951
"ENSG00000041988"	4067	0.589377919842636
"ENSG00000042062"	6023	0.579113398638552
"ENSG00000042088"	6223	0.471958862285072
"ENSG00000042286"	5135	0.53047711781889
"ENSG00000042304"	1139	0.485513608428446
"ENSG00000042317"	6872	0.395081490104773
"ENSG00000042429"	16610	0.402167369054786
"ENSG00000042445"	4049	0.524326994319585
"ENSG00000042493"	2419	0.601901612236461
"ENSG00000042753"	1558	0.550064184852375
"ENSG00000042781"	20633	0.432026365530946
"ENSG00000042813"	2625	0.410285714285714
"ENSG00000042832"	11132	0.52703916636723
"ENSG00000042980"	9381	0.386419358277369
"ENSG00000043039"	3752	0.528518123667377
"ENSG00000043093"	8307	0.346695557963164
"ENSG00000043143"	11091	0.561806870435488
"ENSG00000043355"	3290	0.586322188449848
"ENSG00000043462"	6823	0.4382236552836
"ENSG00000043514"	6533	0.429205571712843
"ENSG00000043591"	3039	0.587693320171109
"ENSG00000044012"	604	0.629139072847682
"ENSG00000044090"	7873	0.582497142131335
"ENSG00000044115"	8830	0.480634201585504
"ENSG00000044446"	8547	0.528138528138528
"ENSG00000044459"	11064	0.369848156182213
"ENSG00000044524"	6577	0.394708833814809
"ENSG00000044574"	6530	0.441500765696784
"ENSG00000046604"	9492	0.39433206911083
"ENSG00000046647"	4001	0.46813296675831
"ENSG00000046651"	15550	0.399292604501608
"ENSG00000046653"	5767	0.405756892665164
"ENSG00000046774"	1994	0.479939819458375
"ENSG00000046889"	12132	0.388147049126278
"ENSG00000047056"	8029	0.504795117698344
"ENSG00000047188"	10805	0.367515039333642
"ENSG00000047230"	5531	0.465196167058398
"ENSG00000047249"	5104	0.432993730407524
"ENSG00000047315"	5891	0.416907146494653
"ENSG00000047346"	9848	0.389419171405361
"ENSG00000047365"	12427	0.390601110485234
"ENSG00000047410"	12350	0.394817813765182
"ENSG00000047457"	7072	0.383766968325792
"ENSG00000047578"	9759	0.547084742289169
"ENSG00000047579"	3046	0.515101772816809
"ENSG00000047597"	5174	0.416312330885195
"ENSG00000047617"	6064	0.496866754617414
"ENSG00000047621"	4932	0.399432278994323
"ENSG00000047634"	5497	0.354375113698381
"ENSG00000047644"	7416	0.544768069039914
"ENSG00000047648"	8893	0.504779039694142
"ENSG00000047662"	6731	0.495765859456247
"ENSG00000047849"	14994	0.484126984126984
"ENSG00000047932"	4628	0.39628349178911
"ENSG00000047936"	8890	0.416647919010124
"ENSG00000048028"	5793	0.431382703262558
